diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
234,20211001,5.3360,8.1,,8.6,Y,,CORONARY BYPASS WITH CARDI
235,20211001,6.1041,8.6,,9.8,Y,,CORONARY BYPASS WITHOUT CA
236,20211001,4.0970,6.0,,6.4,Y,,CORONARY BYPASS WITHOUT CA
239,20211001,4.8160,10.4,,13.2,Y,,AMPUTATION FOR CIRCULATORY
240,20211001,2.7888,7.0,,8.6,Y,,AMPUTATION FOR CIRCULATORY
241,20211001,1.5924,4.4,,5.2,Y,,AMPUTATION FOR CIRCULATORY
242,20211001,3.7276,5.2,,6.7,Y,,PERMANENT CARDIAC PACEMAKE
243,20211001,2.5185,3.1,,3.8,Y,,PERMANENT CARDIAC PACEMAKE
244,20211001,2.0633,2.2,,2.6,Y,,PERMANENT CARDIAC PACEMAKE
245,20211001,5.4178,4.7,,6.5,,,AICD GENERATOR PROCEDURES
246,20211001,3.1243,3.9,,5.2,,,PERCUTANEOUS CARDIOVASCULA
247,20211001,1.9732,2.1,,2.5,,,PERCUTANEOUS CARDIOVASCULA
248,20211001,3.1622,4.5,,6.0,,,PERCUTANEOUS CARDIOVASCULA
249,20211001,1.8737,2.2,,2.7,,,PERCUTANEOUS CARDIOVASCULA
250,20211001,2.5218,3.7,,5.0,,,PERCUTANEOUS CARDIOVASCULA
251,20211001,1.6584,2.1,,2.6,,,PERCUTANEOUS CARDIOVASCULA
252,20211001,3.3257,5.2,,7.5,,,OTHER VASCULAR PROCEDURES
253,20211001,2.6536,4.0,,5.4,,,OTHER VASCULAR PROCEDURES
254,20211001,1.8159,2.1,,2.6,,,OTHER VASCULAR PROCEDURES
255,20211001,2.5353,6.5,,8.2,Y,,UPPER LIMB AND TOE AMPUTAT
256,20211001,1.6442,5.0,,5.9,Y,,UPPER LIMB AND TOE AMPUTAT
257,20211001,1.1652,3.5,,4.4,Y,,UPPER LIMB AND TOE AMPUTAT
258,20211001,3.1681,5.0,,6.6,,,CARDIAC PACEMAKER DEVICE R
259,20211001,2.0892,2.6,,3.3,,,CARDIAC PACEMAKER DEVICE R
260,20211001,3.5673,6.4,,8.8,,,CARDIAC PACEMAKER REVISION
261,20211001,1.9939,3.2,,4.0,,,CARDIAC PACEMAKER REVISION
262,20211001,1.7062,2.2,,2.7,,,CARDIAC PACEMAKER REVISION
263,20211001,2.3132,4.4,,6.5,,,VEIN LIGATION AND STRIPPIN
264,20211001,3.2536,6.5,,9.2,Y,,OTHER CIRCULATORY SYSTEM O
265,20211001,3.3655,3.7,,5.2,,,AICD LEAD PROCEDURES
266,20211001,7.0479,3.2,,5.2,Y,Y,ENDOVASCULAR CARDIAC VALVE
267,20211001,5.5980,1.7,,2.1,Y,Y,ENDOVASCULAR CARDIAC VALVE
268,20211001,6.9633,6.3,,9.3,,,AORTIC AND HEART ASSIST PR
269,20211001,4.3151,1.6,,2.2,,,AORTIC AND HEART ASSIST PR
270,20211001,5.1870,6.6,,9.5,,,OTHER MAJOR CARDIOVASCULAR
271,20211001,3.5654,4.3,,5.7,,,OTHER MAJOR CARDIOVASCULAR
272,20211001,2.6883,2.0,,2.6,,,OTHER MAJOR CARDIOVASCULAR
273,20211001,3.8267,4.3,,6.1,,,PERCUTANEOUS AND OTHER INT
274,20211001,3.2866,1.5,,2.0,,,PERCUTANEOUS AND OTHER INT
280,20211001,1.6069,4.1,,5.3,Y,,ACUTE MYOCARDIAL INFARCTIO
281,20211001,0.9306,2.5,,3.0,Y,,ACUTE MYOCARDIAL INFARCTIO
282,20211001,0.7261,1.8,,2.1,Y,,ACUTE MYOCARDIAL INFARCTIO
283,20211001,1.8647,2.9,,4.8,,,ACUTE MYOCARDIAL INFARCTIO
284,20211001,0.7234,1.6,,2.1,,,ACUTE MYOCARDIAL INFARCTIO
285,20211001,0.4947,1.2,,1.4,,,ACUTE MYOCARDIAL INFARCTIO
286,20211001,2.1363,5.2,,6.8,,,CIRCULATORY DISORDERS EXCE
287,20211001,1.1151,2.2,,2.7,,,CIRCULATORY DISORDERS EXCE
288,20211001,2.6854,7.1,,9.3,Y,,ACUTE AND SUBACUTE ENDOCAR
289,20211001,1.6436,5.3,,6.7,Y,,ACUTE AND SUBACUTE ENDOCAR
290,20211001,1.0269,3.6,,4.5,Y,,ACUTE AND SUBACUTE ENDOCAR
291,20211001,1.2683,3.8,,4.9,Y,,HEART FAILURE AND SHOCK WI
292,20211001,0.8635,3.0,,3.8,Y,,HEART FAILURE AND SHOCK WI
293,20211001,0.5899,2.2,,2.6,Y,,HEART FAILURE AND SHOCK WI
294,20211001,1.2828,3.3,,4.4,,,DEEP VEIN THROMBOPHLEBITIS
295,20211001,0.9841,2.6,,3.3,,,DEEP VEIN THROMBOPHLEBITIS
296,20211001,1.5952,2.0,,3.2,,,"CARDIAC ARREST, UNEXPLAINE"
297,20211001,0.7070,1.3,,1.7,,,"CARDIAC ARREST, UNEXPLAINE"
298,20211001,0.4888,1.1,,1.1,,,"CARDIAC ARREST, UNEXPLAINE"
299,20211001,1.5326,3.9,,5.2,Y,,PERIPHERAL VASCULAR DISORD
300,20211001,1.0438,3.1,,4.0,Y,,PERIPHERAL VASCULAR DISORD
301,20211001,0.7431,2.2,,2.7,Y,,PERIPHERAL VASCULAR DISORD
302,20211001,1.0948,2.7,,3.7,,,ATHEROSCLEROSIS WITH MCC
303,20211001,0.6776,1.9,,2.3,,,ATHEROSCLEROSIS WITHOUT MC
304,20211001,1.0970,2.9,,3.8,,,HYPERTENSION WITH MCC
305,20211001,0.7399,2.2,,2.7,,,HYPERTENSION WITHOUT MCC
306,20211001,1.5074,3.7,,5.1,,,CARDIAC CONGENITAL AND VAL
307,20211001,0.8704,2.4,,3.0,,,CARDIAC CONGENITAL AND VAL
308,20211001,1.2009,3.5,,4.5,,,CARDIAC ARRHYTHMIA AND CON
309,20211001,0.7505,2.4,,2.9,,,CARDIAC ARRHYTHMIA AND CON
310,20211001,0.5592,1.9,,2.2,,,CARDIAC ARRHYTHMIA AND CON
311,20211001,0.6985,1.9,,2.4,,,ANGINA PECTORIS
312,20211001,0.8387,2.3,,2.9,,,SYNCOPE AND COLLAPSE
313,20211001,0.7214,1.7,,2.1,,,CHEST PAIN
314,20211001,2.0847,4.8,,6.6,Y,,OTHER CIRCULATORY SYSTEM D
315,20211001,0.9734,2.8,,3.6,Y,,OTHER CIRCULATORY SYSTEM D
316,20211001,0.7234,1.9,,2.3,Y,,OTHER CIRCULATORY SYSTEM D
319,20211001,4.3179,7.7,,10.0,,,OTHER ENDOVASCULAR CARDIAC
320,20211001,2.4056,2.4,,3.5,,,OTHER ENDOVASCULAR CARDIAC
326,20211001,5.3163,9.5,,13.0,Y,,"STOMACH, ESOPHAGEAL AND DU"
327,20211001,2.5647,4.6,,6.3,Y,,"STOMACH, ESOPHAGEAL AND DU"
328,20211001,1.6669,2.3,,2.9,Y,,"STOMACH, ESOPHAGEAL AND DU"
329,20211001,4.8862,10.3,,13.0,Y,,MAJOR SMALL AND LARGE BOWE
330,20211001,2.5493,5.7,,6.9,Y,,MAJOR SMALL AND LARGE BOWE
331,20211001,1.7105,3.3,,3.8,Y,,MAJOR SMALL AND LARGE BOWE
332,20211001,4.1615,7.9,,10.2,Y,,RECTAL RESECTION WITH MCC
333,20211001,2.1413,4.1,,5.1,Y,,RECTAL RESECTION WITH CC
334,20211001,1.6086,2.5,,3.0,Y,,RECTAL RESECTION WITHOUT C
335,20211001,3.9135,9.3,,11.5,Y,,PERITONEAL ADHESIOLYSIS WI
336,20211001,2.2913,5.9,,7.3,Y,,PERITONEAL ADHESIOLYSIS WI
337,20211001,1.6373,3.7,,4.6,Y,,PERITONEAL ADHESIOLYSIS WI
338,20211001,2.7973,6.4,,8.1,,,APPENDECTOMY WITH COMPLICA
339,20211001,1.6974,4.0,,5.0,,,APPENDECTOMY WITH COMPLICA
340,20211001,1.2283,2.4,,2.9,,,APPENDECTOMY WITH COMPLICA
341,20211001,2.3224,4.3,,5.9,,,APPENDECTOMY WITHOUT COMPL
342,20211001,1.4329,2.7,,3.4,,,APPENDECTOMY WITHOUT COMPL
343,20211001,1.1086,1.7,,2.0,,,APPENDECTOMY WITHOUT COMPL
344,20211001,2.8184,7.0,,9.2,,,MINOR SMALL AND LARGE BOWE
345,20211001,1.5788,4.3,,5.4,,,MINOR SMALL AND LARGE BOWE
346,20211001,1.2754,3.1,,3.6,,,MINOR SMALL AND LARGE BOWE
347,20211001,2.4647,5.6,,7.5,,,ANAL AND STOMAL PROCEDURES
348,20211001,1.3481,3.3,,4.1,,,ANAL AND STOMAL PROCEDURES
349,20211001,0.9793,1.9,,2.3,,,ANAL AND STOMAL PROCEDURES
350,20211001,2.4548,5.2,,6.9,,,INGUINAL AND FEMORAL HERNI
351,20211001,1.4927,3.2,,3.9,,,INGUINAL AND FEMORAL HERNI
352,20211001,1.1044,2.0,,2.4,,,INGUINAL AND FEMORAL HERNI
353,20211001,3.0249,5.9,,7.7,,,HERNIA PROCEDURES EXCEPT I
354,20211001,1.7848,3.6,,4.5,,,HERNIA PROCEDURES EXCEPT I
355,20211001,1.3602,2.4,,2.8,,,HERNIA PROCEDURES EXCEPT I
356,20211001,4.3078,7.7,,10.5,Y,,OTHER DIGESTIVE SYSTEM O.R
357,20211001,2.2685,4.6,,5.9,Y,,OTHER DIGESTIVE SYSTEM O.R
358,20211001,1.3491,2.8,,3.5,Y,,OTHER DIGESTIVE SYSTEM O.R
368,20211001,1.9491,4.6,,6.0,,,MAJOR ESOPHAGEAL DISORDERS
369,20211001,1.0772,3.1,,3.7,,,MAJOR ESOPHAGEAL DISORDERS
370,20211001,0.7481,2.1,,2.5,,,MAJOR ESOPHAGEAL DISORDERS
371,20211001,1.7312,5.2,,6.8,Y,,MAJOR GASTROINTESTINAL DIS
372,20211001,1.0293,3.8,,4.7,Y,,MAJOR GASTROINTESTINAL DIS
373,20211001,0.7446,2.9,,3.5,Y,,MAJOR GASTROINTESTINAL DIS
374,20211001,2.0737,5.5,,7.4,Y,,DIGESTIVE MALIGNANCY WITH
375,20211001,1.2076,3.6,,4.6,Y,,DIGESTIVE MALIGNANCY WITH
376,20211001,0.8989,2.5,,3.1,Y,,DIGESTIVE MALIGNANCY WITHO
377,20211001,1.8012,4.4,,5.7,Y,,GASTROINTESTINAL HEMORRHAG
378,20211001,0.9935,3.0,,3.5,Y,,GASTROINTESTINAL HEMORRHAG
379,20211001,0.6372,2.1,,2.4,Y,,GASTROINTESTINAL HEMORRHAG
380,20211001,1.8866,4.9,,6.3,Y,,COMPLICATED PEPTIC ULCER W
381,20211001,1.0593,3.2,,3.9,Y,,COMPLICATED PEPTIC ULCER W
382,20211001,0.7686,2.4,,2.9,Y,,COMPLICATED PEPTIC ULCER W
383,20211001,1.3126,3.8,,4.8,,,UNCOMPLICATED PEPTIC ULCER
384,20211001,0.8928,2.5,,3.1,,,UNCOMPLICATED PEPTIC ULCER
385,20211001,1.6223,5.0,,6.6,,,INFLAMMATORY BOWEL DISEASE
386,20211001,0.9951,3.5,,4.3,,,INFLAMMATORY BOWEL DISEASE
387,20211001,0.7147,2.6,,3.2,,,INFLAMMATORY BOWEL DISEASE
388,20211001,1.5146,4.7,,6.1,Y,,GASTROINTESTINAL OBSTRUCTI
389,20211001,0.8232,3.2,,3.9,Y,,GASTROINTESTINAL OBSTRUCTI
390,20211001,0.5831,2.4,,2.8,Y,,GASTROINTESTINAL OBSTRUCTI
391,20211001,1.2492,3.7,,4.9,,,"ESOPHAGITIS, GASTROENTERIT"
392,20211001,0.7658,2.6,,3.2,,,"ESOPHAGITIS, GASTROENTERIT"
393,20211001,1.6612,4.3,,6.0,,,OTHER DIGESTIVE SYSTEM DIA
394,20211001,0.9409,3.0,,3.8,,,OTHER DIGESTIVE SYSTEM DIA
