diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
098,20181001,1.8505,5.4,,6.9,,,NON-BACTERIAL INFECT OF NE
099,20181001,1.2729,3.7,,4.7,,,NON-BACTERIAL INFECT OF NE
100,20181001,1.8124,4.3,,5.9,Y,,"SEIZURES W MCC            "
101,20181001,0.8693,2.7,,3.4,Y,,"SEIZURES W/O MCC          "
102,20181001,1.0765,3.0,,4.0,,,"HEADACHES W MCC           "
103,20181001,0.7814,2.3,,3.0,,,"HEADACHES W/O MCC         "
113,20181001,2.3027,4.5,,6.2,,,ORBITAL PROCEDURES W CC/MC
114,20181001,1.2551,2.3,,2.9,,,ORBITAL PROCEDURES W/O CC/
115,20181001,1.3621,3.5,,4.5,,,EXTRAOCULAR PROCEDURES EXC
116,20181001,1.7080,4.0,,5.8,,,INTRAOCULAR PROCEDURES W C
117,20181001,1.0025,2.3,,3.1,,,INTRAOCULAR PROCEDURES W/O
121,20181001,1.0593,4.0,,5.2,,,ACUTE MAJOR EYE INFECTIONS
122,20181001,0.7058,3.2,,4.1,,,ACUTE MAJOR EYE INFECTIONS
123,20181001,0.7529,2.0,,2.5,,,NEUROLOGICAL EYE DISORDERS
124,20181001,1.3313,3.6,,4.9,,,OTHER DISORDERS OF THE EYE
125,20181001,0.8102,2.6,,3.3,,,OTHER DISORDERS OF THE EYE
129,20181001,2.4310,3.7,,5.5,,,MAJOR HEAD & NECK PROCEDUR
130,20181001,1.4912,2.3,,2.9,,,MAJOR HEAD & NECK PROCEDUR
131,20181001,2.6284,4.2,,5.7,,,"CRANIAL/FACIAL PROCEDURES "
132,20181001,1.5286,2.0,,2.5,,,"CRANIAL/FACIAL PROCEDURES "
133,20181001,2.0986,4.0,,5.8,,,"OTHER EAR, NOSE, MOUTH & T"
134,20181001,1.1987,2.0,,2.5,,,"OTHER EAR, NOSE, MOUTH & T"
135,20181001,2.2982,4.4,,6.4,,,SINUS & MASTOID PROCEDURES
136,20181001,1.2125,1.8,,2.8,,,SINUS & MASTOID PROCEDURES
137,20181001,1.3771,3.6,,4.8,,,"MOUTH PROCEDURES W CC/MCC "
138,20181001,0.8452,2.0,,2.4,,,MOUTH PROCEDURES W/O CC/MC
139,20181001,1.1604,2.1,,2.8,,,"SALIVARY GLAND PROCEDURES "
146,20181001,1.9231,5.3,,7.4,,,"EAR, NOSE, MOUTH & THROAT "
147,20181001,1.2505,3.7,,5.2,,,"EAR, NOSE, MOUTH & THROAT "
148,20181001,0.7238,2.1,,2.8,,,"EAR, NOSE, MOUTH & THROAT "
149,20181001,0.7111,2.0,,2.5,,,"DYSEQUILIBRIUM            "
150,20181001,1.3275,3.5,,4.8,,,"EPISTAXIS W MCC           "
151,20181001,0.7038,2.2,,2.8,,,"EPISTAXIS W/O MCC         "
152,20181001,1.0421,3.2,,4.1,,,"OTITIS MEDIA & URI W MCC  "
153,20181001,0.7118,2.4,,2.9,,,OTITIS MEDIA & URI W/O MCC
154,20181001,1.4465,4.0,,5.3,,,"OTHER EAR, NOSE, MOUTH & T"
155,20181001,0.8833,2.9,,3.7,,,"OTHER EAR, NOSE, MOUTH & T"
156,20181001,0.6599,2.2,,2.7,,,"OTHER EAR, NOSE, MOUTH & T"
157,20181001,1.6730,4.4,,6.1,,,DENTAL & ORAL DISEASES W M
158,20181001,0.8903,2.8,,3.6,,,DENTAL & ORAL DISEASES W C
159,20181001,0.6784,2.1,,2.6,,,DENTAL & ORAL DISEASES W/O
163,20181001,4.9193,9.7,,12.1,Y,,MAJOR CHEST PROCEDURES W M
164,20181001,2.5689,4.8,,5.9,Y,,MAJOR CHEST PROCEDURES W C
165,20181001,1.8524,2.9,,3.5,Y,,MAJOR CHEST PROCEDURES W/O
166,20181001,3.4980,7.9,,10.2,Y,,OTHER RESP SYSTEM O.R. PRO
167,20181001,1.8976,4.3,,5.6,Y,,OTHER RESP SYSTEM O.R. PRO
168,20181001,1.3416,2.4,,3.0,Y,,OTHER RESP SYSTEM O.R. PRO
175,20181001,1.4649,4.3,,5.3,Y,,"PULMONARY EMBOLISM W MCC  "
176,20181001,0.8990,2.8,,3.4,Y,,PULMONARY EMBOLISM W/O MCC
177,20181001,1.8408,5.5,,6.8,Y,,RESPIRATORY INFECTIONS & I
178,20181001,1.2744,4.3,,5.3,Y,,RESPIRATORY INFECTIONS & I
179,20181001,0.9215,3.2,,4.0,Y,,RESPIRATORY INFECTIONS & I
180,20181001,1.6960,4.9,,6.5,,,RESPIRATORY NEOPLASMS W MC
181,20181001,1.1409,3.4,,4.5,,,RESPIRATORY NEOPLASMS W CC
182,20181001,0.7951,2.2,,2.8,,,"RESPIRATORY NEOPLASMS W/O "
183,20181001,1.4909,4.4,,5.5,,,"MAJOR CHEST TRAUMA W MCC  "
184,20181001,1.0044,3.2,,3.8,,,"MAJOR CHEST TRAUMA W CC   "
185,20181001,0.7323,2.4,,2.8,,,MAJOR CHEST TRAUMA W/O CC/
186,20181001,1.5595,4.4,,5.8,Y,,"PLEURAL EFFUSION W MCC    "
187,20181001,1.0540,3.3,,4.1,Y,,"PLEURAL EFFUSION W CC     "
188,20181001,0.7672,2.4,,3.0,Y,,PLEURAL EFFUSION W/O CC/MC
189,20181001,1.2353,3.8,,4.8,,,PULMONARY EDEMA & RESPIRAT
190,20181001,1.1907,3.8,,4.7,Y,,CHRONIC OBSTRUCTIVE PULMON
191,20181001,0.9139,3.1,,3.7,Y,,CHRONIC OBSTRUCTIVE PULMON
192,20181001,0.7241,2.5,,3.0,Y,,CHRONIC OBSTRUCTIVE PULMON
193,20181001,1.3167,4.2,,5.2,Y,,SIMPLE PNEUMONIA & PLEURIS
194,20181001,0.9002,3.3,,3.9,Y,,SIMPLE PNEUMONIA & PLEURIS
195,20181001,0.6868,2.6,,3.1,Y,,SIMPLE PNEUMONIA & PLEURIS
196,20181001,1.6381,4.8,,6.2,Y,,"INTERSTITIAL LUNG DISEASE "
197,20181001,1.0017,3.3,,4.0,Y,,"INTERSTITIAL LUNG DISEASE "
198,20181001,0.7585,2.5,,3.1,Y,,"INTERSTITIAL LUNG DISEASE "
199,20181001,1.7828,5.3,,6.9,,,"PNEUMOTHORAX W MCC        "
200,20181001,1.0748,3.4,,4.3,,,"PNEUMOTHORAX W CC         "
201,20181001,0.6989,2.4,,3.0,,,"PNEUMOTHORAX W/O CC/MCC   "
202,20181001,0.9401,3.0,,3.7,,,BRONCHITIS & ASTHMA W CC/M
203,20181001,0.6970,2.4,,2.9,,,BRONCHITIS & ASTHMA W/O CC
204,20181001,0.7676,2.2,,2.8,,,RESPIRATORY SIGNS & SYMPTO
205,20181001,1.5179,4.0,,5.4,Y,,OTHER RESPIRATORY SYSTEM D
206,20181001,0.8635,2.5,,3.1,Y,,OTHER RESPIRATORY SYSTEM D
207,20181001,5.5965,12.0,,13.9,Y,,RESPIRATORY SYSTEM DIAGNOS
208,20181001,2.4374,4.9,,6.7,,,RESPIRATORY SYSTEM DIAGNOS
215,20181001,12.8861,5.2,,8.7,,,"OTHER HEART ASSIST SYSTEM "
216,20181001,9.8209,12.5,,15.3,Y,Y,CARDIAC VALVE & OTH MAJ CA
217,20181001,6.3628,7.3,,8.8,Y,Y,CARDIAC VALVE & OTH MAJ CA
218,20181001,5.9053,4.1,,5.5,Y,Y,CARDIAC VALVE & OTH MAJ CA
219,20181001,7.6916,9.1,,11.1,Y,Y,CARDIAC VALVE & OTH MAJ CA
220,20181001,5.2053,6.1,,6.7,Y,Y,CARDIAC VALVE & OTH MAJ CA
221,20181001,4.6074,4.2,,4.8,Y,Y,CARDIAC VALVE & OTH MAJ CA
222,20181001,8.1372,9.2,,11.1,,,CARDIAC DEFIB IMPLANT W CA
223,20181001,6.3562,5.3,,6.4,,,CARDIAC DEFIB IMPLANT W CA
224,20181001,7.4247,7.7,,9.6,,,CARDIAC DEFIB IMPLANT W CA
225,20181001,5.7194,4.1,,4.8,,,CARDIAC DEFIB IMPLANT W CA
226,20181001,6.8182,6.5,,8.4,,,CARDIAC DEFIBRILLATOR IMPL
227,20181001,5.3167,3.1,,4.1,,,CARDIAC DEFIBRILLATOR IMPL
228,20181001,6.5762,6.7,,9.7,,,OTHER CARDIOTHORACIC PROCE
229,20181001,4.6484,3.4,,4.7,,,OTHER CARDIOTHORACIC PROCE
231,20181001,8.3989,10.3,,12.0,,,CORONARY BYPASS W PTCA W M
232,20181001,6.1604,8.0,,8.8,,,CORONARY BYPASS W PTCA W/O
233,20181001,7.6377,11.5,,12.9,Y,,"CORONARY BYPASS W CARDIAC "
234,20181001,5.1472,8.1,,8.6,Y,,"CORONARY BYPASS W CARDIAC "
235,20181001,5.8099,8.8,,10.1,Y,,CORONARY BYPASS W/O CARDIA
236,20181001,3.9263,6.0,,6.5,Y,,CORONARY BYPASS W/O CARDIA
239,20181001,4.7093,10.2,,13.0,Y,,AMPUTATION FOR CIRC SYS DI
240,20181001,2.7449,7.0,,8.5,Y,,AMPUTATION FOR CIRC SYS DI
241,20181001,1.5960,4.4,,5.2,Y,,AMPUTATION FOR CIRC SYS DI
242,20181001,3.7369,5.4,,7.0,Y,,PERMANENT CARDIAC PACEMAKE
243,20181001,2.5543,3.3,,4.0,Y,,PERMANENT CARDIAC PACEMAKE
244,20181001,2.1108,2.3,,2.7,Y,,PERMANENT CARDIAC PACEMAKE
245,20181001,5.0121,4.4,,6.1,,,"AICD GENERATOR PROCEDURES "
246,20181001,3.2388,4.1,,5.4,,,PERCUTANEOUS CARDIOVASCULA
247,20181001,2.0771,2.2,,2.6,,,PERC CARDIOVASC PROC W DRU
248,20181001,3.1726,4.7,,6.3,,,PERCUTANEOUS CARDIOVASCULA
249,20181001,1.9901,2.4,,3.0,,,PERC CARDIOVASC PROC W NON
250,20181001,2.5868,3.9,,5.3,,,PERC CARDIOVASC PROC W/O C
251,20181001,1.6778,2.2,,2.7,,,PERC CARDIOVASC PROC W/O C
252,20181001,3.2598,5.3,,7.6,,,"OTHER VASCULAR PROCEDURES "
253,20181001,2.5943,4.1,,5.4,,,"OTHER VASCULAR PROCEDURES "
254,20181001,1.8100,2.3,,2.8,,,"OTHER VASCULAR PROCEDURES "
255,20181001,2.5403,6.5,,8.1,Y,,UPPER LIMB & TOE AMPUTATIO
256,20181001,1.7487,5.2,,6.2,Y,,UPPER LIMB & TOE AMPUTATIO
257,20181001,1.1261,3.5,,4.3,Y,,UPPER LIMB & TOE AMPUTATIO
258,20181001,2.9888,5.0,,6.4,,,CARDIAC PACEMAKER DEVICE R
259,20181001,2.0970,2.7,,3.4,,,CARDIAC PACEMAKER DEVICE R
260,20181001,3.6195,6.8,,9.2,,,CARDIAC PACEMAKER REVISION
261,20181001,1.9918,3.3,,4.2,,,CARDIAC PACEMAKER REVISION
262,20181001,1.6309,2.3,,2.7,,,CARDIAC PACEMAKER REVISION
263,20181001,2.3922,4.2,,6.3,,,"VEIN LIGATION & STRIPPING "
264,20181001,3.1586,6.5,,9.2,Y,,OTHER CIRCULATORY SYSTEM O
265,20181001,3.1167,3.7,,5.1,,,"AICD LEAD PROCEDURES      "
266,20181001,7.1915,4.0,,6.1,Y,Y,ENDOVASCULAR CARDIAC VALVE
267,20181001,5.8481,2.3,,2.9,Y,Y,ENDOVASCULAR CARDIAC VALVE
268,20181001,6.7037,6.4,,9.5,,,AORTIC AND HEART ASSIST PR
269,20181001,4.1509,1.7,,2.4,,,AORTIC AND HEART ASSIST PR
270,20181001,5.0617,6.6,,9.5,,,OTHER MAJOR CARDIOVASCULAR
271,20181001,3.4938,4.3,,5.8,,,OTHER MAJOR CARDIOVASCULAR
272,20181001,2.6181,2.1,,2.8,,,OTHER MAJOR CARDIOVASCULAR
273,20181001,3.6525,5.3,,7.3,Y,Y,"PERCUTANEOUS INTRACARDIAC "
274,20181001,2.9783,2.0,,2.6,Y,Y,"PERCUTANEOUS INTRACARDIAC "
280,20181001,1.6571,4.2,,5.4,Y,,ACUTE MYOCARDIAL INFARCTIO
281,20181001,0.9796,2.6,,3.2,Y,,ACUTE MYOCARDIAL INFARCTIO
282,20181001,0.7490,1.8,,2.2,Y,,ACUTE MYOCARDIAL INFARCTIO
283,20181001,1.8047,3.0,,4.8,,,ACUTE MYOCARDIAL INFARCTIO
284,20181001,0.7666,1.7,,2.3,,,ACUTE MYOCARDIAL INFARCTIO
285,20181001,0.5964,1.3,,1.6,,,ACUTE MYOCARDIAL INFARCTIO
286,20181001,2.1808,5.2,,6.9,,,CIRCULATORY DISORDERS EXCE
287,20181001,1.1389,2.4,,3.0,,,CIRCULATORY DISORDERS EXCE
288,20181001,2.6941,7.3,,9.6,Y,,ACUTE & SUBACUTE ENDOCARDI
289,20181001,1.7099,5.4,,6.7,Y,,ACUTE & SUBACUTE ENDOCARDI
290,20181001,1.0114,3.4,,4.3,Y,,ACUTE & SUBACUTE ENDOCARDI
291,20181001,1.3454,4.1,,5.2,Y,,HEART FAILURE & SHOCK W MC
292,20181001,0.9198,3.3,,4.0,Y,,HEART FAILURE & SHOCK W CC
293,20181001,0.6656,2.4,,2.8,Y,,"HEART FAILURE & SHOCK W/O "
294,20181001,1.1608,3.4,,4.4,,,DEEP VEIN THROMBOPHLEBITIS
295,20181001,0.5513,2.3,,3.1,,,DEEP VEIN THROMBOPHLEBITIS
296,20181001,1.5355,2.0,,3.2,,,"CARDIAC ARREST, UNEXPLAINE"
297,20181001,0.6524,1.3,,1.5,,,"CARDIAC ARREST, UNEXPLAINE"
298,20181001,0.4825,1.1,,1.2,,,"CARDIAC ARREST, UNEXPLAINE"
299,20181001,1.4504,3.9,,5.2,Y,,PERIPHERAL VASCULAR DISORD
300,20181001,1.0237,3.3,,4.1,Y,,PERIPHERAL VASCULAR DISORD
301,20181001,0.7262,2.3,,2.8,Y,,PERIPHERAL VASCULAR DISORD
302,20181001,1.0695,2.7,,3.6,,,"ATHEROSCLEROSIS W MCC     "
303,20181001,0.6655,1.9,,2.3,,,"ATHEROSCLEROSIS W/O MCC   "
304,20181001,1.0811,3.0,,3.9,,,"HYPERTENSION W MCC        "
305,20181001,0.7199,2.2,,2.7,,,"HYPERTENSION W/O MCC      "
306,20181001,1.4088,3.8,,5.2,,,CARDIAC CONGENITAL & VALVU
307,20181001,0.8560,2.4,,3.1,,,CARDIAC CONGENITAL & VALVU
308,20181001,1.2036,3.6,,4.6,,,CARDIAC ARRHYTHMIA & CONDU
309,20181001,0.7635,2.5,,3.0,,,CARDIAC ARRHYTHMIA & CONDU
310,20181001,0.5623,1.9,,2.2,,,CARDIAC ARRHYTHMIA & CONDU
311,20181001,0.6872,1.9,,2.4,,,"ANGINA PECTORIS           "
312,20181001,0.8015,2.3,,2.9,,,"SYNCOPE & COLLAPSE        "
313,20181001,0.7073,1.7,,2.1,,,"CHEST PAIN                "
314,20181001,2.0231,4.8,,6.5,Y,,OTHER CIRCULATORY SYSTEM D
315,20181001,0.9559,2.8,,3.6,Y,,OTHER CIRCULATORY SYSTEM D
316,20181001,0.7513,2.0,,2.4,Y,,OTHER CIRCULATORY SYSTEM D
326,20181001,5.2559,10.1,,13.5,Y,,"STOMACH, ESOPHAGEAL & DUOD"
327,20181001,2.4843,4.9,,6.7,Y,,"STOMACH, ESOPHAGEAL & DUOD"
328,20181001,1.5421,2.2,,2.8,Y,,"STOMACH, ESOPHAGEAL & DUOD"
329,20181001,4.9927,10.8,,13.4,Y,,"MAJOR SMALL & LARGE BOWEL "
330,20181001,2.5233,6.2,,7.4,Y,,"MAJOR SMALL & LARGE BOWEL "
331,20181001,1.6947,3.7,,4.2,Y,,"MAJOR SMALL & LARGE BOWEL "
332,20181001,3.3982,6.9,,8.8,Y,,"RECTAL RESECTION W MCC    "
333,20181001,1.9278,4.4,,5.4,Y,,"RECTAL RESECTION W CC     "
334,20181001,1.3062,2.4,,2.9,Y,,RECTAL RESECTION W/O CC/MC
335,20181001,4.0620,10.1,,12.3,Y,,"PERITONEAL ADHESIOLYSIS W "
336,20181001,2.2982,6.3,,7.7,Y,,"PERITONEAL ADHESIOLYSIS W "
337,20181001,1.6033,3.9,,4.8,Y,,PERITONEAL ADHESIOLYSIS W/
338,20181001,2.8648,6.6,,8.2,,,APPENDECTOMY W COMPLICATED
339,20181001,1.7406,4.3,,5.2,,,APPENDECTOMY W COMPLICATED
340,20181001,1.1878,2.4,,2.9,,,APPENDECTOMY W COMPLICATED
341,20181001,2.2845,4.6,,6.3,,,APPENDECTOMY W/O COMPLICAT
342,20181001,1.4188,2.7,,3.5,,,APPENDECTOMY W/O COMPLICAT
343,20181001,1.0853,1.7,,2.0,,,APPENDECTOMY W/O COMPLICAT
344,20181001,2.9872,7.6,,10.1,,,"MINOR SMALL & LARGE BOWEL "
345,20181001,1.6376,4.6,,5.7,,,"MINOR SMALL & LARGE BOWEL "
346,20181001,1.2366,3.2,,3.8,,,"MINOR SMALL & LARGE BOWEL "
347,20181001,2.4111,5.7,,7.8,,,ANAL & STOMAL PROCEDURES W
348,20181001,1.4000,3.6,,4.7,,,ANAL & STOMAL PROCEDURES W
349,20181001,0.9497,2.1,,2.6,,,ANAL & STOMAL PROCEDURES W
350,20181001,2.4465,5.1,,6.9,,,"INGUINAL & FEMORAL HERNIA "
351,20181001,1.5001,3.4,,4.1,,,"INGUINAL & FEMORAL HERNIA "
352,20181001,1.0535,2.1,,2.5,,,"INGUINAL & FEMORAL HERNIA "
353,20181001,2.9659,6.0,,7.8,,,HERNIA PROCEDURES EXCEPT I
354,20181001,1.7310,3.8,,4.7,,,HERNIA PROCEDURES EXCEPT I
355,20181001,1.3548,2.5,,3.0,,,HERNIA PROCEDURES EXCEPT I
356,20181001,3.9757,7.8,,10.3,Y,,OTHER DIGESTIVE SYSTEM O.R
357,20181001,2.1367,4.7,,5.9,Y,,OTHER DIGESTIVE SYSTEM O.R
358,20181001,1.3483,2.8,,3.5,Y,,OTHER DIGESTIVE SYSTEM O.R
368,20181001,1.9440,4.7,,6.2,,,MAJOR ESOPHAGEAL DISORDERS
369,20181001,1.1088,3.2,,3.9,,,MAJOR ESOPHAGEAL DISORDERS
370,20181001,0.7433,2.2,,2.8,,,MAJOR ESOPHAGEAL DISORDERS
371,20181001,1.7388,5.4,,7.0,Y,,MAJOR GASTROINTESTINAL DIS
372,20181001,1.0384,4.0,,4.9,Y,,MAJOR GASTROINTESTINAL DIS
373,20181001,0.7576,3.1,,3.7,Y,,MAJOR GASTROINTESTINAL DIS
374,20181001,2.0650,5.6,,7.5,Y,,DIGESTIVE MALIGNANCY W MCC
375,20181001,1.2067,3.7,,4.8,Y,,"DIGESTIVE MALIGNANCY W CC "
376,20181001,0.9157,2.5,,3.1,Y,,DIGESTIVE MALIGNANCY W/O C
377,20181001,1.7888,4.5,,5.7,Y,,"G.I. HEMORRHAGE W MCC     "
378,20181001,0.9903,3.0,,3.6,Y,,"G.I. HEMORRHAGE W CC      "
379,20181001,0.6532,2.1,,2.5,Y,,G.I. HEMORRHAGE W/O CC/MCC
380,20181001,1.9460,5.1,,6.6,Y,,COMPLICATED PEPTIC ULCER W
381,20181001,1.0950,3.3,,4.0,Y,,COMPLICATED PEPTIC ULCER W
382,20181001,0.7678,2.5,,2.9,Y,,COMPLICATED PEPTIC ULCER W
383,20181001,1.3510,4.0,,5.0,,,UNCOMPLICATED PEPTIC ULCER
384,20181001,0.8553,2.6,,3.2,,,UNCOMPLICATED PEPTIC ULCER
385,20181001,1.6979,5.3,,7.3,,,INFLAMMATORY BOWEL DISEASE
386,20181001,0.9801,3.5,,4.4,,,INFLAMMATORY BOWEL DISEASE
387,20181001,0.6967,2.8,,3.3,,,INFLAMMATORY BOWEL DISEASE
388,20181001,1.5307,4.8,,6.4,Y,,"G.I. OBSTRUCTION W MCC    "
389,20181001,0.8432,3.3,,4.0,Y,,"G.I. OBSTRUCTION W CC     "
390,20181001,0.5910,2.5,,2.9,Y,,G.I. OBSTRUCTION W/O CC/MC
391,20181001,1.2215,3.7,,4.9,,,"ESOPHAGITIS, GASTROENT & M"
392,20181001,0.7554,2.6,,3.2,,,"ESOPHAGITIS, GASTROENT & M"
393,20181001,1.6326,4.4,,6.1,,,OTHER DIGESTIVE SYSTEM DIA
394,20181001,0.9411,3.1,,4.0,,,OTHER DIGESTIVE SYSTEM DIA
