diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
039,2024-10-01,1.1382,1.2,,1.4,,,EXTRACRANIAL PROCEDURES WI
040,2024-10-01,3.7721,7,,10.1,Y,Y,"PERIPHERAL, CRANIAL NERVE"
041,2024-10-01,2.2582,3.9,,5,Y,Y,"PERIPHERAL, CRANIAL NERVE"
042,2024-10-01,1.7576,2.4,,2.9,Y,Y,"PERIPHERAL, CRANIAL NERVE"
052,2024-10-01,2.0125,4.2,,7.4,,,SPINAL DISORDERS AND INJUR
053,2024-10-01,0.9214,2.6,,3.3,,,SPINAL DISORDERS AND INJUR
054,2024-10-01,1.4991,4,,5.7,Y,,NERVOUS SYSTEM NEOPLASMS W
055,2024-10-01,1.091,3.1,,4.4,Y,,NERVOUS SYSTEM NEOPLASMS W
056,2024-10-01,2.5041,6,,10,Y,,DEGENERATIVE NERVOUS SYSTE
057,2024-10-01,1.3344,3.8,,6.1,Y,,DEGENERATIVE NERVOUS SYSTE
058,2024-10-01,1.8459,4.9,,7.6,,,MULTIPLE SCLEROSIS AND CER
059,2024-10-01,1.2236,3.6,,5,,,MULTIPLE SCLEROSIS AND CER
060,2024-10-01,0.8924,2.8,,3.4,,,MULTIPLE SCLEROSIS AND CER
061,2024-10-01,2.7034,4.8,,6.4,,,"ISCHEMIC STROKE, PRECEREBR"
062,2024-10-01,1.7809,3.1,,3.7,,,"ISCHEMIC STROKE, PRECEREBR"
063,2024-10-01,1.4048,2.2,,2.5,,,"ISCHEMIC STROKE, PRECEREBR"
064,2024-10-01,1.9892,4.5,,6.4,Y,,INTRACRANIAL HEMORRHAGE OR
065,2024-10-01,1.0169,2.8,,3.6,Y,,INTRACRANIAL HEMORRHAGE OR
066,2024-10-01,0.6883,1.9,,2.3,Y,,INTRACRANIAL HEMORRHAGE OR
067,2024-10-01,1.4549,3.3,,4.5,,,NONSPECIFIC CVA AND PRECER
068,2024-10-01,0.8815,2,,2.5,,,NONSPECIFIC CVA AND PRECER
069,2024-10-01,0.8001,2,,2.6,,,TRANSIENT ISCHEMIA WITHOUT
070,2024-10-01,1.7388,4.6,,6.7,Y,,NONSPECIFIC CEREBROVASCULA
071,2024-10-01,1.0539,3.3,,4.5,Y,,NONSPECIFIC CEREBROVASCULA
072,2024-10-01,0.7502,2.2,,2.9,Y,,NONSPECIFIC CEREBROVASCULA
073,2024-10-01,1.5456,3.9,,5.6,,,CRANIAL AND PERIPHERAL NER
074,2024-10-01,1.0424,2.8,,3.7,,,CRANIAL AND PERIPHERAL NER
075,2024-10-01,1.7224,5.3,,6.7,,,VIRAL MENINGITIS WITH CC/M
076,2024-10-01,0.9169,3.4,,3.9,,,VIRAL MENINGITIS WITHOUT C
077,2024-10-01,1.5463,4.2,,5.6,,,HYPERTENSIVE ENCEPHALOPATH
078,2024-10-01,0.9979,2.8,,3.5,,,HYPERTENSIVE ENCEPHALOPATH
079,2024-10-01,0.6667,1.9,,2.3,,,HYPERTENSIVE ENCEPHALOPATH
080,2024-10-01,1.9878,4.9,,7.1,,,NONTRAUMATIC STUPOR AND CO
081,2024-10-01,0.9048,2.8,,3.8,,,NONTRAUMATIC STUPOR AND CO
082,2024-10-01,2.3202,4.5,,6.9,,,TRAUMATIC STUPOR AND COMA
083,2024-10-01,1.3904,3.3,,4.4,,,TRAUMATIC STUPOR AND COMA
084,2024-10-01,0.9561,2.1,,2.6,,,TRAUMATIC STUPOR AND COMA
085,2024-10-01,2.266,4.6,,6.4,Y,,TRAUMATIC STUPOR AND COMA
086,2024-10-01,1.3116,3,,3.8,Y,,TRAUMATIC STUPOR AND COMA
087,2024-10-01,0.884,1.9,,2.3,Y,,TRAUMATIC STUPOR AND COMA
088,2024-10-01,1.4107,3.6,,4.8,,,CONCUSSION WITH MCC
089,2024-10-01,1.0721,2.5,,3.1,,,CONCUSSION WITH CC
090,2024-10-01,0.8573,2,,2.4,,,CONCUSSION WITHOUT CC/MCC
091,2024-10-01,1.8229,4.5,,6.7,Y,,OTHER DISORDERS OF NERVOUS
092,2024-10-01,1.0587,3,,4.2,Y,,OTHER DISORDERS OF NERVOUS
093,2024-10-01,0.7893,2.2,,2.7,Y,,OTHER DISORDERS OF NERVOUS
094,2024-10-01,3.6487,7.9,,10.7,,,BACTERIAL AND TUBERCULOUS
095,2024-10-01,2.3972,5.5,,6.9,,,BACTERIAL AND TUBERCULOUS
096,2024-10-01,2.3972,5.5,,6.9,,,BACTERIAL AND TUBERCULOUS
097,2024-10-01,3.5846,8.7,,11.7,,,NON-BACTERIAL INFECTION OF
098,2024-10-01,2.1693,5.7,,7.5,,,NON-BACTERIAL INFECTION OF
099,2024-10-01,1.3933,3.9,,4.9,,,NON-BACTERIAL INFECTION OF
100,2024-10-01,1.9853,4.4,,6.5,Y,,SEIZURES WITH MCC
101,2024-10-01,0.9217,2.7,,3.5,Y,,SEIZURES WITHOUT MCC
102,2024-10-01,1.1595,3.1,,4.2,,,HEADACHES WITH MCC
103,2024-10-01,0.8502,2.3,,3.1,,,HEADACHES WITHOUT MCC
113,2024-10-01,2.2566,4.7,,6.7,,,ORBITAL PROCEDURES WITH CC
114,2024-10-01,1.1821,2.1,,2.5,,,ORBITAL PROCEDURES WITHOUT
115,2024-10-01,1.531,3.7,,5,,,EXTRAOCULAR PROCEDURES EXC
116,2024-10-01,1.6686,4.1,,5.9,,,INTRAOCULAR PROCEDURES WIT
117,2024-10-01,1.0786,2.1,,2.7,,,INTRAOCULAR PROCEDURES WIT
121,2024-10-01,1.1632,4.1,,5.5,,,ACUTE MAJOR EYE INFECTIONS
122,2024-10-01,0.6783,2.7,,3.3,,,ACUTE MAJOR EYE INFECTIONS
123,2024-10-01,0.8032,2.1,,2.7,,,NEUROLOGICAL EYE DISORDERS
124,2024-10-01,1.3039,3.4,,4.8,,,OTHER DISORDERS OF THE EYE
125,2024-10-01,0.8257,2.3,,3,,,OTHER DISORDERS OF THE EYE
135,2024-10-01,2.4111,3.8,,6.2,,,SINUS AND MASTOID PROCEDUR
136,2024-10-01,0.9782,1.3,,1.7,,,SINUS AND MASTOID PROCEDUR
137,2024-10-01,1.3986,3.4,,4.7,,,MOUTH PROCEDURES WITH CC/M
138,2024-10-01,0.8135,1.6,,2,,,MOUTH PROCEDURES WITHOUT C
139,2024-10-01,1.373,2.4,,3.5,,,SALIVARY GLAND PROCEDURES
140,2024-10-01,4.2292,7,,9.9,,,MAJOR HEAD AND NECK PROCED
141,2024-10-01,2.1485,3.1,,4.2,,,MAJOR HEAD AND NECK PROCED
142,2024-10-01,1.5724,1.9,,2.4,,,MAJOR HEAD AND NECK PROCED
143,2024-10-01,3.3019,6.2,,9.1,,,"OTHER EAR, NOSE, MOUTH AND"
144,2024-10-01,1.7567,2.8,,3.8,,,"OTHER EAR, NOSE, MOUTH AND"
145,2024-10-01,1.1848,1.7,,2.1,,,"OTHER EAR, NOSE, MOUTH AND"
146,2024-10-01,2.2941,5.9,,8.8,,,"EAR, NOSE, MOUTH AND THROA"
147,2024-10-01,1.2448,3.5,,4.9,,,"EAR, NOSE, MOUTH AND THROA"
148,2024-10-01,0.8007,2.1,,2.9,,,"EAR, NOSE, MOUTH AND THROA"
149,2024-10-01,0.7475,1.9,,2.4,,,DYSEQUILIBRIUM
150,2024-10-01,1.3822,3.6,,4.8,,,EPISTAXIS WITH MCC
151,2024-10-01,0.758,2.2,,2.7,,,EPISTAXIS WITHOUT MCC
152,2024-10-01,1.1348,3.2,,4.3,,,OTITIS MEDIA AND URI WITH
153,2024-10-01,0.7117,2.2,,2.8,,,OTITIS MEDIA AND URI WITHO
154,2024-10-01,1.6263,4.1,,5.7,,,"OTHER EAR, NOSE, MOUTH AND"
155,2024-10-01,0.9336,2.8,,3.5,,,"OTHER EAR, NOSE, MOUTH AND"
156,2024-10-01,0.6724,2.1,,2.5,,,"OTHER EAR, NOSE, MOUTH AND"
157,2024-10-01,1.6375,4.4,,6.1,,,DENTAL AND ORAL DISEASES W
158,2024-10-01,0.9406,2.8,,3.5,,,DENTAL AND ORAL DISEASES W
159,2024-10-01,0.6596,2,,2.4,,,DENTAL AND ORAL DISEASES W
163,2024-10-01,4.6092,6.8,,9.4,Y,,MAJOR CHEST PROCEDURES WIT
164,2024-10-01,2.517,3.5,,4.5,Y,,MAJOR CHEST PROCEDURES WIT
165,2024-10-01,1.864,2.1,,2.5,Y,,MAJOR CHEST PROCEDURES WIT
166,2024-10-01,3.8503,7.9,,11.2,Y,,OTHER RESPIRATORY SYSTEM O
167,2024-10-01,1.8272,3.4,,4.7,Y,,OTHER RESPIRATORY SYSTEM O
168,2024-10-01,1.3539,1.9,,2.3,Y,,OTHER RESPIRATORY SYSTEM O
173,2024-10-01,3.0686,4,,5,,,ULTRASOUND ACCELERATED AND
175,2024-10-01,1.4091,3.8,,5,Y,,PULMONARY EMBOLISM WITH MC
176,2024-10-01,0.8145,2.4,,3,Y,,PULMONARY EMBOLISM WITHOUT
177,2024-10-01,1.6165,4.6,,6,Y,,RESPIRATORY INFECTIONS AND
178,2024-10-01,0.9921,3.2,,4.1,Y,,RESPIRATORY INFECTIONS AND
179,2024-10-01,0.7697,2.5,,3.1,Y,,RESPIRATORY INFECTIONS AND
180,2024-10-01,1.7478,4.8,,6.5,,,RESPIRATORY NEOPLASMS WITH
181,2024-10-01,1.1103,3.1,,4.2,,,RESPIRATORY NEOPLASMS WITH
182,2024-10-01,0.8375,2.3,,2.8,,,RESPIRATORY NEOPLASMS WITH
183,2024-10-01,1.5873,4.4,,5.7,,,MAJOR CHEST TRAUMA WITH MC
184,2024-10-01,1.0681,3,,3.7,,,MAJOR CHEST TRAUMA WITH CC
185,2024-10-01,0.7777,2.2,,2.7,,,MAJOR CHEST TRAUMA WITHOUT
186,2024-10-01,1.58,4.4,,5.7,Y,,PLEURAL EFFUSION WITH MCC
187,2024-10-01,1.004,3,,3.9,Y,,PLEURAL EFFUSION WITH CC
188,2024-10-01,0.7342,2.3,,2.8,Y,,PLEURAL EFFUSION WITHOUT C
189,2024-10-01,1.2374,3.5,,4.7,,,PULMONARY EDEMA AND RESPIR
190,2024-10-01,1.123,3.4,,4.3,Y,,CHRONIC OBSTRUCTIVE PULMON
191,2024-10-01,0.8591,2.7,,3.3,Y,,CHRONIC OBSTRUCTIVE PULMON
192,2024-10-01,0.6472,2.1,,2.6,Y,,CHRONIC OBSTRUCTIVE PULMON
193,2024-10-01,1.3177,4,,5,Y,,SIMPLE PNEUMONIA AND PLEUR
194,2024-10-01,0.82,2.8,,3.5,Y,,SIMPLE PNEUMONIA AND PLEUR
195,2024-10-01,0.6227,2.3,,2.7,Y,,SIMPLE PNEUMONIA AND PLEUR
196,2024-10-01,1.8841,4.9,,6.7,Y,,INTERSTITIAL LUNG DISEASE
197,2024-10-01,0.99,2.9,,3.7,Y,,INTERSTITIAL LUNG DISEASE
198,2024-10-01,0.7004,2.1,,2.7,Y,,INTERSTITIAL LUNG DISEASE
199,2024-10-01,1.7653,4.9,,6.5,,,PNEUMOTHORAX WITH MCC
200,2024-10-01,1.1075,3.2,,4,,,PNEUMOTHORAX WITH CC
201,2024-10-01,0.6771,2.2,,2.7,,,PNEUMOTHORAX WITHOUT CC/MC
202,2024-10-01,0.9667,2.9,,3.6,,,BRONCHITIS AND ASTHMA WITH
203,2024-10-01,0.6966,2.1,,2.6,,,BRONCHITIS AND ASTHMA WITH
204,2024-10-01,0.811,2.1,,2.7,,,RESPIRATORY SIGNS AND SYMP
205,2024-10-01,1.8878,4.5,,6.3,Y,,OTHER RESPIRATORY SYSTEM D
206,2024-10-01,0.9058,2.4,,3.1,Y,,OTHER RESPIRATORY SYSTEM D
207,2024-10-01,6.4672,12.8,,15.3,Y,,RESPIRATORY SYSTEM DIAGNOS
208,2024-10-01,2.6838,4.9,,7.1,,,RESPIRATORY SYSTEM DIAGNOS
212,2024-10-01,10.8939,12.5,,15.5,,,CONCOMITANT AORTIC AND MIT
215,2024-10-01,10.5948,5.1,,9.1,,,OTHER HEART ASSIST SYSTEM
216,2024-10-01,9.6511,10.7,,13.9,Y,Y,CARDIAC VALVE AND OTHER MA
217,2024-10-01,6.4579,5.2,,7.1,Y,Y,CARDIAC VALVE AND OTHER MA
218,2024-10-01,5.9493,2.3,,3.3,Y,Y,CARDIAC VALVE AND OTHER MA
219,2024-10-01,7.7375,8.5,,10.5,Y,Y,CARDIAC VALVE AND OTHER MA
220,2024-10-01,5.2967,5.6,,6.3,Y,Y,CARDIAC VALVE AND OTHER MA
221,2024-10-01,4.5926,3.1,,3.8,Y,Y,CARDIAC VALVE AND OTHER MA
228,2024-10-01,4.9833,6.4,,8.8,,,OTHER CARDIOTHORACIC PROCE
229,2024-10-01,3.1063,2.4,,3.3,,,OTHER CARDIOTHORACIC PROCE
231,2024-10-01,8.4739,10.8,,12.5,,,CORONARY BYPASS WITH PTCA
232,2024-10-01,6.1087,7.6,,8.6,,,CORONARY BYPASS WITH PTCA
233,2024-10-01,7.8164,11.3,,12.7,Y,,CORONARY BYPASS WITH CARDI
234,2024-10-01,5.3202,8.1,,8.7,Y,,CORONARY BYPASS WITH CARDI
235,2024-10-01,5.8842,8.1,,9.3,Y,,CORONARY BYPASS WITHOUT CA
236,2024-10-01,4.1121,5.8,,6.2,Y,,CORONARY BYPASS WITHOUT CA
239,2024-10-01,5.0369,11.3,,14.3,Y,,AMPUTATION FOR CIRCULATORY
240,2024-10-01,2.9122,7.3,,8.8,Y,,AMPUTATION FOR CIRCULATORY
241,2024-10-01,1.5099,4.4,,5.4,Y,,AMPUTATION FOR CIRCULATORY
242,2024-10-01,3.392,5,,6.5,Y,,PERMANENT CARDIAC PACEMAKE
243,2024-10-01,2.2528,2.9,,3.5,Y,,PERMANENT CARDIAC PACEMAKE
244,2024-10-01,1.8047,2.1,,2.5,Y,,PERMANENT CARDIAC PACEMAKE
245,2024-10-01,4.8868,4.3,,6.2,,,AICD GENERATOR PROCEDURES
250,2024-10-01,2.3126,3.3,,4.6,,,PERCUTANEOUS CARDIOVASCULA
251,2024-10-01,1.5626,2,,2.4,,,PERCUTANEOUS CARDIOVASCULA
252,2024-10-01,3.4304,5.5,,8.1,,,OTHER VASCULAR PROCEDURES
253,2024-10-01,2.553,3.8,,5.1,,,OTHER VASCULAR PROCEDURES
254,2024-10-01,1.7494,1.9,,2.3,,,OTHER VASCULAR PROCEDURES
255,2024-10-01,2.6165,7,,8.8,Y,,UPPER LIMB AND TOE AMPUTAT
256,2024-10-01,1.6937,5,,6.1,Y,,UPPER LIMB AND TOE AMPUTAT
257,2024-10-01,0.8919,2.8,,3.4,Y,,UPPER LIMB AND TOE AMPUTAT
258,2024-10-01,2.8055,4.8,,6.6,,,CARDIAC PACEMAKER DEVICE R
259,2024-10-01,1.7577,2.4,,3,,,CARDIAC PACEMAKER DEVICE R
260,2024-10-01,3.4062,5.7,,8.2,,,CARDIAC PACEMAKER REVISION
261,2024-10-01,1.8976,3,,3.9,,,CARDIAC PACEMAKER REVISION
262,2024-10-01,1.5178,2,,2.5,,,CARDIAC PACEMAKER REVISION
263,2024-10-01,2.6821,4.4,,6.2,,,VEIN LIGATION AND STRIPPIN
264,2024-10-01,3.4951,6.9,,10,Y,,OTHER CIRCULATORY SYSTEM O
265,2024-10-01,3.5672,4.1,,6.4,,,AICD LEAD PROCEDURES
266,2024-10-01,5.9908,2.6,,4.7,Y,Y,ENDOVASCULAR CARDIAC VALVE
267,2024-10-01,4.7047,1.3,,1.5,Y,Y,ENDOVASCULAR CARDIAC VALVE
268,2024-10-01,6.6676,6,,9.1,,,AORTIC AND HEART ASSIST PR
269,2024-10-01,4.1607,1.5,,2,,,AORTIC AND HEART ASSIST PR
270,2024-10-01,5.133,6.4,,9.4,,,OTHER MAJOR CARDIOVASCULAR
271,2024-10-01,3.4444,3.7,,5.1,,,OTHER MAJOR CARDIOVASCULAR
272,2024-10-01,2.5022,1.8,,2.3,,,OTHER MAJOR CARDIOVASCULAR
273,2024-10-01,3.9103,3.4,,5.4,,,PERCUTANEOUS AND OTHER INT
274,2024-10-01,3.121,1.2,,1.4,,,PERCUTANEOUS AND OTHER INT
275,2024-10-01,7.067,8.3,,10.4,,,CARDIAC DEFIBRILLATOR IMPL
276,2024-10-01,6.1944,6.2,,8.3,Y,Y,CARDIAC DEFIBRILLATOR IMPL
277,2024-10-01,4.6519,3.3,,4.2,Y,Y,CARDIAC DEFIBRILLATOR IMPL
278,2024-10-01,5.0033,6.4,,9,,,ULTRASOUND ACCELERATED AND
279,2024-10-01,3.2044,3.1,,4.4,,,ULTRASOUND ACCELERATED AND
280,2024-10-01,1.6414,4.1,,5.5,Y,,ACUTE MYOCARDIAL INFARCTIO
281,2024-10-01,0.9218,2.4,,2.9,Y,,ACUTE MYOCARDIAL INFARCTIO
282,2024-10-01,0.7251,1.7,,2,Y,,ACUTE MYOCARDIAL INFARCTIO
283,2024-10-01,1.9554,3.2,,5.3,,,ACUTE MYOCARDIAL INFARCTIO
284,2024-10-01,0.741,1.6,,2.2,,,ACUTE MYOCARDIAL INFARCTIO
285,2024-10-01,0.5614,1.3,,1.7,,,ACUTE MYOCARDIAL INFARCTIO
286,2024-10-01,2.2133,5.4,,7.2,,,CIRCULATORY DISORDERS EXCE
287,2024-10-01,1.0897,2.1,,2.7,,,CIRCULATORY DISORDERS EXCE
288,2024-10-01,2.7315,7.4,,9.5,Y,,ACUTE AND SUBACUTE ENDOCAR
289,2024-10-01,1.5767,5.1,,6.4,Y,,ACUTE AND SUBACUTE ENDOCAR
290,2024-10-01,0.979,3.5,,3.8,Y,,ACUTE AND SUBACUTE ENDOCAR
291,2024-10-01,1.3048,3.9,,5.1,Y,,HEART FAILURE AND SHOCK WI
292,2024-10-01,0.8612,3,,3.8,Y,,HEART FAILURE AND SHOCK WI
293,2024-10-01,0.5487,2.1,,2.5,Y,,HEART FAILURE AND SHOCK WI
294,2024-10-01,1.228,3.4,,4.6,,,DEEP VEIN THROMBOPHLEBITIS
295,2024-10-01,0.7898,2.4,,2.8,,,DEEP VEIN THROMBOPHLEBITIS
296,2024-10-01,1.6384,2,,3.9,,,"CARDIAC ARREST, UNEXPLAINE"
297,2024-10-01,0.7044,1.3,,1.6,,,"CARDIAC ARREST, UNEXPLAINE"
298,2024-10-01,0.4417,1.1,,1.1,,,"CARDIAC ARREST, UNEXPLAINE"
299,2024-10-01,1.6176,4,,5.5,Y,,PERIPHERAL VASCULAR DISORD
300,2024-10-01,1.0706,3.1,,4,Y,,PERIPHERAL VASCULAR DISORD
301,2024-10-01,0.7134,2.1,,2.5,Y,,PERIPHERAL VASCULAR DISORD
302,2024-10-01,1.1633,2.8,,4.1,,,ATHEROSCLEROSIS WITH MCC
303,2024-10-01,0.6724,1.8,,2.2,,,ATHEROSCLEROSIS WITHOUT MC
304,2024-10-01,1.1748,3.1,,4.2,,,HYPERTENSION WITH MCC
305,2024-10-01,0.7507,2.1,,2.6,,,HYPERTENSION WITHOUT MCC
306,2024-10-01,1.4974,3.9,,5.3,,,CARDIAC CONGENITAL AND VAL
307,2024-10-01,0.9264,2.2,,2.9,,,CARDIAC CONGENITAL AND VAL
308,2024-10-01,1.2059,3.4,,4.5,,,CARDIAC ARRHYTHMIA AND CON
309,2024-10-01,0.7393,2.3,,2.8,,,CARDIAC ARRHYTHMIA AND CON
310,2024-10-01,0.5595,1.8,,2.1,,,CARDIAC ARRHYTHMIA AND CON
311,2024-10-01,0.6983,2,,2.5,,,ANGINA PECTORIS
312,2024-10-01,0.8713,2.3,,3.1,,,SYNCOPE AND COLLAPSE
313,2024-10-01,0.7134,1.7,,2.1,,,CHEST PAIN
314,2024-10-01,2.1535,4.9,,7,Y,,OTHER CIRCULATORY SYSTEM D
315,2024-10-01,0.9623,2.7,,3.5,Y,,OTHER CIRCULATORY SYSTEM D
316,2024-10-01,0.6827,1.8,,2.2,Y,,OTHER CIRCULATORY SYSTEM D
317,2024-10-01,6.1864,2.1,,3,,,CONCOMITANT LEFT ATRIAL AP
319,2024-10-01,4.3928,7.6,,10.3,,,OTHER ENDOVASCULAR CARDIAC
320,2024-10-01,2.3148,2.1,,3.1,,,OTHER ENDOVASCULAR CARDIAC
321,2024-10-01,2.8468,3.8,,5.1,,,PERCUTANEOUS CARDIOVASCULA
322,2024-10-01,1.8092,2,,2.4,,,PERCUTANEOUS CARDIOVASCULA
323,2024-10-01,4.2594,4.6,,6.2,,,CORONARY INTRAVASCULAR LIT
324,2024-10-01,3.1951,2.3,,2.8,,,CORONARY INTRAVASCULAR LIT
325,2024-10-01,2.8621,2.7,,3.8,,,CORONARY INTRAVASCULAR LIT
326,2024-10-01,5.079,9,,12.7,Y,,"STOMACH, ESOPHAGEAL AND DU"
327,2024-10-01,2.4281,4,,5.7,Y,,"STOMACH, ESOPHAGEAL AND DU"
328,2024-10-01,1.5935,2.1,,2.6,Y,,"STOMACH, ESOPHAGEAL AND DU"
329,2024-10-01,4.5919,9.6,,12.5,Y,,MAJOR SMALL AND LARGE BOWE
330,2024-10-01,2.3637,4.9,,6.2,Y,,MAJOR SMALL AND LARGE BOWE
331,2024-10-01,1.651,2.8,,3.3,Y,,MAJOR SMALL AND LARGE BOWE
332,2024-10-01,3.4687,6.4,,8.9,Y,,RECTAL RESECTION WITH MCC
333,2024-10-01,2.1253,3.5,,4.4,Y,,RECTAL RESECTION WITH CC
334,2024-10-01,1.6586,2.3,,2.7,Y,,RECTAL RESECTION WITHOUT C
335,2024-10-01,3.6234,8.7,,11.1,Y,,PERITONEAL ADHESIOLYSIS WI
336,2024-10-01,2.1123,5.4,,6.7,Y,,PERITONEAL ADHESIOLYSIS WI
337,2024-10-01,1.5351,3.2,,4,Y,,PERITONEAL ADHESIOLYSIS WI
344,2024-10-01,2.6945,6.5,,9.5,,,MINOR SMALL AND LARGE BOWE
345,2024-10-01,1.4887,4,,5.2,,,MINOR SMALL AND LARGE BOWE
346,2024-10-01,1.2453,2.8,,3.4,,,MINOR SMALL AND LARGE BOWE
347,2024-10-01,2.3668,5.6,,7.5,,,ANAL AND STOMAL PROCEDURES
348,2024-10-01,1.2589,3.1,,4.1,,,ANAL AND STOMAL PROCEDURES
349,2024-10-01,0.8809,1.7,,2,,,ANAL AND STOMAL PROCEDURES
350,2024-10-01,2.4187,4.9,,6.5,,,INGUINAL AND FEMORAL HERNI
351,2024-10-01,1.5045,2.9,,3.6,,,INGUINAL AND FEMORAL HERNI
352,2024-10-01,1.1026,1.9,,2.2,,,INGUINAL AND FEMORAL HERNI
353,2024-10-01,2.933,5.8,,7.8,,,HERNIA PROCEDURES EXCEPT I
354,2024-10-01,1.7011,3.3,,4.2,,,HERNIA PROCEDURES EXCEPT I
355,2024-10-01,1.3332,2,,2.4,,,HERNIA PROCEDURES EXCEPT I
356,2024-10-01,4.2657,7.7,,10.5,Y,,OTHER DIGESTIVE SYSTEM O.R
357,2024-10-01,2.252,4.4,,5.7,Y,,OTHER DIGESTIVE SYSTEM O.R
358,2024-10-01,1.3551,2.5,,3.2,Y,,OTHER DIGESTIVE SYSTEM O.R
368,2024-10-01,1.67,4.2,,5.5,,,MAJOR ESOPHAGEAL DISORDERS
369,2024-10-01,1.0176,3,,3.7,,,MAJOR ESOPHAGEAL DISORDERS
370,2024-10-01,0.698,2,,2.3,,,MAJOR ESOPHAGEAL DISORDERS
371,2024-10-01,1.748,5.3,,6.9,Y,,MAJOR GASTROINTESTINAL DIS
372,2024-10-01,1.0293,3.7,,4.6,Y,,MAJOR GASTROINTESTINAL DIS
373,2024-10-01,0.7254,2.8,,3.3,Y,,MAJOR GASTROINTESTINAL DIS
374,2024-10-01,2.1114,5.6,,7.7,Y,,DIGESTIVE MALIGNANCY WITH
375,2024-10-01,1.2287,3.6,,4.7,Y,,DIGESTIVE MALIGNANCY WITH
376,2024-10-01,0.883,2.3,,3,Y,,DIGESTIVE MALIGNANCY WITHO
377,2024-10-01,1.8182,4.5,,5.8,Y,,GASTROINTESTINAL HEMORRHAG
378,2024-10-01,0.9859,2.9,,3.5,Y,,GASTROINTESTINAL HEMORRHAG
379,2024-10-01,0.6367,2,,2.4,Y,,GASTROINTESTINAL HEMORRHAG
