diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
059,2020-10-01,1.1265,3.6, ,4.6, , ,MULTIPLE SCLEROSIS AND CER
060,2020-10-01,0.9156,3.0, ,3.6, , ,MULTIPLE SCLEROSIS AND CER
061,2020-10-01,2.8882,4.7, ,6.2, , ,"ISCHEMIC STROKE, PRECEREBR"
062,2020-10-01,1.9872,3.2, ,3.7, , ,"ISCHEMIC STROKE, PRECEREBR"
063,2020-10-01,1.7099,2.3, ,2.6, , ,"ISCHEMIC STROKE, PRECEREBR"
064,2020-10-01,1.9130,4.4, ,6.1,Y, ,INTRACRANIAL HEMORRHAGE OR
065,2020-10-01,1.0182,2.9, ,3.6,Y, ,INTRACRANIAL HEMORRHAGE OR
066,2020-10-01,0.7109,2.0, ,2.4,Y, ,INTRACRANIAL HEMORRHAGE OR
067,2020-10-01,1.4246,3.3, ,4.4, , ,NONSPECIFIC CVA AND PRECER
068,2020-10-01,0.8886,2.1, ,2.6, , ,NONSPECIFIC CVA AND PRECER
069,2020-10-01,0.7861,2.0, ,2.5, , ,TRANSIENT ISCHEMIA WITHOUT
070,2020-10-01,1.6764,4.5, ,6.2,Y, ,NONSPECIFIC CEREBROVASCULA
071,2020-10-01,1.0108,3.3, ,4.3,Y, ,NONSPECIFIC CEREBROVASCULA
072,2020-10-01,0.7712,2.3, ,2.9,Y, ,NONSPECIFIC CEREBROVASCULA
073,2020-10-01,1.4494,3.7, ,5.1, , ,CRANIAL AND PERIPHERAL NER
074,2020-10-01,1.0184,2.9, ,3.7, , ,CRANIAL AND PERIPHERAL NER
075,2020-10-01,1.6260,4.7, ,6.1, , ,VIRAL MENINGITIS WITH CC/M
076,2020-10-01,0.9809,3.0, ,3.6, , ,VIRAL MENINGITIS WITHOUT C
077,2020-10-01,1.5319,4.0, ,5.2, , ,HYPERTENSIVE ENCEPHALOPATH
078,2020-10-01,0.9490,2.8, ,3.5, , ,HYPERTENSIVE ENCEPHALOPATH
079,2020-10-01,0.7268,2.0, ,2.4, , ,HYPERTENSIVE ENCEPHALOPATH
080,2020-10-01,2.0920,5.1, ,7.5, , ,NONTRAUMATIC STUPOR AND CO
081,2020-10-01,0.7720,2.5, ,3.3, , ,NONTRAUMATIC STUPOR AND CO
082,2020-10-01,2.2581,4.2, ,6.4, , ,TRAUMATIC STUPOR AND COMA
083,2020-10-01,1.3417,3.3, ,4.3, , ,TRAUMATIC STUPOR AND COMA
084,2020-10-01,0.9042,2.1, ,2.6, , ,TRAUMATIC STUPOR AND COMA
085,2020-10-01,2.3064,4.6, ,6.5,Y, ,TRAUMATIC STUPOR AND COMA
086,2020-10-01,1.2729,3.0, ,3.9,Y, ,TRAUMATIC STUPOR AND COMA
087,2020-10-01,0.8626,2.0, ,2.4,Y, ,TRAUMATIC STUPOR AND COMA
088,2020-10-01,1.4593,3.6, ,4.7, , ,CONCUSSION WITH MCC
089,2020-10-01,1.0612,2.7, ,3.3, , ,CONCUSSION WITH CC
090,2020-10-01,0.8548,1.9, ,2.3, , ,CONCUSSION WITHOUT CC/MCC
091,2020-10-01,1.6489,4.2, ,5.8,Y, ,OTHER DISORDERS OF NERVOUS
092,2020-10-01,0.9861,3.0, ,3.9,Y, ,OTHER DISORDERS OF NERVOUS
093,2020-10-01,0.7813,2.2, ,2.8,Y, ,OTHER DISORDERS OF NERVOUS
094,2020-10-01,3.6331,8.0, ,10.7, , ,BACTERIAL AND TUBERCULOUS
095,2020-10-01,2.5080,5.8, ,7.2, , ,BACTERIAL AND TUBERCULOUS
096,2020-10-01,2.3315,4.2, ,5.0, , ,BACTERIAL AND TUBERCULOUS
097,2020-10-01,3.7526,8.7, ,11.9, , ,NON-BACTERIAL INFECTION OF
098,2020-10-01,2.1109,5.6, ,7.3, , ,NON-BACTERIAL INFECTION OF
099,2020-10-01,1.3973,3.9, ,4.7, , ,NON-BACTERIAL INFECTION OF
100,2020-10-01,1.8736,4.3, ,6.0,Y, ,SEIZURES WITH MCC
101,2020-10-01,0.8870,2.6, ,3.4,Y, ,SEIZURES WITHOUT MCC
102,2020-10-01,1.1517,3.0, ,4.1, , ,HEADACHES WITH MCC
103,2020-10-01,0.8282,2.3, ,3.0, , ,HEADACHES WITHOUT MCC
113,2020-10-01,2.1918,4.5, ,6.3, , ,ORBITAL PROCEDURES WITH CC
114,2020-10-01,1.4455,2.3, ,2.8, , ,ORBITAL PROCEDURES WITHOUT
115,2020-10-01,1.4533,3.5, ,4.5, , ,EXTRAOCULAR PROCEDURES EXC
116,2020-10-01,1.8772,4.1, ,6.1, , ,INTRAOCULAR PROCEDURES WIT
117,2020-10-01,1.0389,2.1, ,2.8, , ,INTRAOCULAR PROCEDURES WIT
121,2020-10-01,1.1887,4.2, ,5.5, , ,ACUTE MAJOR EYE INFECTIONS
122,2020-10-01,0.6438,3.0, ,3.8, , ,ACUTE MAJOR EYE INFECTIONS
123,2020-10-01,0.7653,2.0, ,2.5, , ,NEUROLOGICAL EYE DISORDERS
124,2020-10-01,1.3988,3.7, ,5.1, , ,OTHER DISORDERS OF THE EYE
125,2020-10-01,0.8354,2.5, ,3.3, , ,OTHER DISORDERS OF THE EYE
135,2020-10-01,2.1406,4.0, ,5.7, , ,SINUS AND MASTOID PROCEDUR
136,2020-10-01,1.2555,1.6, ,2.2, , ,SINUS AND MASTOID PROCEDUR
137,2020-10-01,1.4686,3.8, ,5.0, , ,MOUTH PROCEDURES WITH CC/M
138,2020-10-01,0.8431,2.0, ,2.4, , ,MOUTH PROCEDURES WITHOUT C
139,2020-10-01,1.2268,2.3, ,3.2, , ,SALIVARY GLAND PROCEDURES
140,2020-10-01,3.9806,7.0, ,9.2, , ,MAJOR HEAD AND NECK PROCED
141,2020-10-01,2.2075,3.3, ,4.4, , ,MAJOR HEAD AND NECK PROCED
142,2020-10-01,1.6088,2.1, ,2.7, , ,MAJOR HEAD AND NECK PROCED
143,2020-10-01,2.9638,5.8, ,8.0, , ,"OTHER EAR, NOSE, MOUTH AND"
144,2020-10-01,1.7505,3.1, ,4.2, , ,"OTHER EAR, NOSE, MOUTH AND"
145,2020-10-01,1.2135,1.9, ,2.4, , ,"OTHER EAR, NOSE, MOUTH AND"
146,2020-10-01,2.0331,5.0, ,7.4, , ,"EAR, NOSE, MOUTH AND THROA"
147,2020-10-01,1.3011,3.4, ,4.9, , ,"EAR, NOSE, MOUTH AND THROA"
148,2020-10-01,0.7863,2.1, ,3.0, , ,"EAR, NOSE, MOUTH AND THROA"
149,2020-10-01,0.7355,2.0, ,2.4, , ,DYSEQUILIBRIUM
150,2020-10-01,1.3247,3.4, ,4.6, , ,EPISTAXIS WITH MCC
151,2020-10-01,0.7370,2.1, ,2.6, , ,EPISTAXIS WITHOUT MCC
152,2020-10-01,1.0769,3.1, ,4.0, , ,OTITIS MEDIA AND URI WITH
153,2020-10-01,0.7106,2.3, ,2.8, , ,OTITIS MEDIA AND URI WITHO
154,2020-10-01,1.5425,3.9, ,5.3, , ,"OTHER EAR, NOSE, MOUTH AND"
155,2020-10-01,0.9068,2.8, ,3.5, , ,"OTHER EAR, NOSE, MOUTH AND"
156,2020-10-01,0.6576,2.1, ,2.5, , ,"OTHER EAR, NOSE, MOUTH AND"
157,2020-10-01,1.5724,4.3, ,5.8, , ,DENTAL AND ORAL DISEASES W
158,2020-10-01,0.8891,2.7, ,3.4, , ,DENTAL AND ORAL DISEASES W
159,2020-10-01,0.6558,2.0, ,2.4, , ,DENTAL AND ORAL DISEASES W
163,2020-10-01,4.9611,9.1, ,11.7,Y, ,MAJOR CHEST PROCEDURES WIT
164,2020-10-01,2.6392,4.4, ,5.4,Y, ,MAJOR CHEST PROCEDURES WIT
165,2020-10-01,1.9136,2.6, ,3.1,Y, ,MAJOR CHEST PROCEDURES WIT
166,2020-10-01,3.7913,8.0, ,10.6,Y, ,OTHER RESPIRATORY SYSTEM O
167,2020-10-01,1.8619,3.7, ,5.0,Y, ,OTHER RESPIRATORY SYSTEM O
168,2020-10-01,1.3691,2.1, ,2.6,Y, ,OTHER RESPIRATORY SYSTEM O
175,2020-10-01,1.5442,4.1, ,5.1,Y, ,PULMONARY EMBOLISM WITH MC
176,2020-10-01,0.8867,2.6, ,3.2,Y, ,PULMONARY EMBOLISM WITHOUT
177,2020-10-01,1.8453,5.4, ,6.8,Y, ,RESPIRATORY INFECTIONS AND
178,2020-10-01,1.2059,4.0, ,5.0,Y, ,RESPIRATORY INFECTIONS AND
179,2020-10-01,0.8711,3.0, ,3.7,Y, ,RESPIRATORY INFECTIONS AND
180,2020-10-01,1.7378,4.9, ,6.4, , ,RESPIRATORY NEOPLASMS WITH
181,2020-10-01,1.1209,3.3, ,4.2, , ,RESPIRATORY NEOPLASMS WITH
182,2020-10-01,0.7875,2.2, ,2.7, , ,RESPIRATORY NEOPLASMS WITH
183,2020-10-01,1.5556,4.3, ,5.5, , ,MAJOR CHEST TRAUMA WITH MC
184,2020-10-01,1.0394,3.1, ,3.7, , ,MAJOR CHEST TRAUMA WITH CC
185,2020-10-01,0.7736,2.4, ,2.8, , ,MAJOR CHEST TRAUMA WITHOUT
186,2020-10-01,1.5432,4.3, ,5.6,Y, ,PLEURAL EFFUSION WITH MCC
187,2020-10-01,1.0322,3.2, ,4.0,Y, ,PLEURAL EFFUSION WITH CC
188,2020-10-01,0.7281,2.4, ,3.0,Y, ,PLEURAL EFFUSION WITHOUT C
189,2020-10-01,1.2248,3.6, ,4.6, , ,PULMONARY EDEMA AND RESPIR
190,2020-10-01,1.1239,3.6, ,4.4,Y, ,CHRONIC OBSTRUCTIVE PULMON
191,2020-10-01,0.8831,2.9, ,3.5,Y, ,CHRONIC OBSTRUCTIVE PULMON
192,2020-10-01,0.6949,2.4, ,2.8,Y, ,CHRONIC OBSTRUCTIVE PULMON
193,2020-10-01,1.3107,4.1, ,5.1,Y, ,SIMPLE PNEUMONIA AND PLEUR
194,2020-10-01,0.8630,3.1, ,3.7,Y, ,SIMPLE PNEUMONIA AND PLEUR
195,2020-10-01,0.6650,2.5, ,2.9,Y, ,SIMPLE PNEUMONIA AND PLEUR
196,2020-10-01,1.7361,4.8, ,6.4,Y, ,INTERSTITIAL LUNG DISEASE
197,2020-10-01,1.0056,3.2, ,4.0,Y, ,INTERSTITIAL LUNG DISEASE
198,2020-10-01,0.7423,2.4, ,2.9,Y, ,INTERSTITIAL LUNG DISEASE
199,2020-10-01,1.7876,5.1, ,6.6, , ,PNEUMOTHORAX WITH MCC
200,2020-10-01,1.0750,3.2, ,4.0, , ,PNEUMOTHORAX WITH CC
201,2020-10-01,0.7095,2.3, ,2.9, , ,PNEUMOTHORAX WITHOUT CC/MC
202,2020-10-01,0.9656,3.0, ,3.7, , ,BRONCHITIS AND ASTHMA WITH
203,2020-10-01,0.7055,2.3, ,2.8, , ,BRONCHITIS AND ASTHMA WITH
204,2020-10-01,0.7925,2.1, ,2.7, , ,RESPIRATORY SIGNS AND SYMP
205,2020-10-01,1.6823,4.1, ,5.7,Y, ,OTHER RESPIRATORY SYSTEM D
206,2020-10-01,0.8842,2.5, ,3.1,Y, ,OTHER RESPIRATORY SYSTEM D
207,2020-10-01,5.7264,11.9, ,14.0,Y, ,RESPIRATORY SYSTEM DIAGNOS
208,2020-10-01,2.5423,4.9, ,6.8, , ,RESPIRATORY SYSTEM DIAGNOS
215,2020-10-01,11.1579,4.7, ,7.8, , ,OTHER HEART ASSIST SYSTEM
216,2020-10-01,10.4301,14.2, ,16.7,Y,Y,CARDIAC VALVE AND OTHER MA
217,2020-10-01,6.4928,8.5, ,9.5,Y,Y,CARDIAC VALVE AND OTHER MA
218,2020-10-01,5.1432,5.8, ,6.6,Y,Y,CARDIAC VALVE AND OTHER MA
219,2020-10-01,8.0551,8.9, ,10.9,Y,Y,CARDIAC VALVE AND OTHER MA
220,2020-10-01,5.3999,5.9, ,6.5,Y,Y,CARDIAC VALVE AND OTHER MA
221,2020-10-01,4.5523,3.9, ,4.5,Y,Y,CARDIAC VALVE AND OTHER MA
222,2020-10-01,8.4211,9.4, ,11.4, , ,CARDIAC DEFIBRILLATOR IMPL
223,2020-10-01,6.2121,5.3, ,6.5, , ,CARDIAC DEFIBRILLATOR IMPL
224,2020-10-01,7.3622,7.5, ,9.2, , ,CARDIAC DEFIBRILLATOR IMPL
225,2020-10-01,5.6268,4.2, ,4.9, , ,CARDIAC DEFIBRILLATOR IMPL
226,2020-10-01,6.6118,6.3, ,8.1, , ,CARDIAC DEFIBRILLATOR IMPL
227,2020-10-01,5.2519,3.2, ,4.1, , ,CARDIAC DEFIBRILLATOR IMPL
228,2020-10-01,6.2153,8.3, ,10.7, , ,OTHER CARDIOTHORACIC PROCE
229,2020-10-01,3.9880,4.1, ,5.3, , ,OTHER CARDIOTHORACIC PROCE
231,2020-10-01,8.4902,10.7, ,12.3, , ,CORONARY BYPASS WITH PTCA
232,2020-10-01,5.8983,7.7, ,8.5, , ,CORONARY BYPASS WITH PTCA
233,2020-10-01,7.7927,11.4, ,12.7,Y, ,CORONARY BYPASS WITH CARDI
234,2020-10-01,5.3174,8.1, ,8.7,Y, ,CORONARY BYPASS WITH CARDI
235,2020-10-01,6.0302,8.6, ,9.8,Y, ,CORONARY BYPASS WITHOUT CA
236,2020-10-01,4.0808,6.0, ,6.4,Y, ,CORONARY BYPASS WITHOUT CA
239,2020-10-01,4.8087,10.4, ,13.2,Y, ,AMPUTATION FOR CIRCULATORY
240,2020-10-01,2.7899,7.0, ,8.6,Y, ,AMPUTATION FOR CIRCULATORY
241,2020-10-01,1.5914,4.4, ,5.2,Y, ,AMPUTATION FOR CIRCULATORY
242,2020-10-01,3.7225,5.2, ,6.7,Y, ,PERMANENT CARDIAC PACEMAKE
243,2020-10-01,2.5326,3.1, ,3.8,Y, ,PERMANENT CARDIAC PACEMAKE
244,2020-10-01,2.0657,2.2, ,2.6,Y, ,PERMANENT CARDIAC PACEMAKE
245,2020-10-01,5.4140,4.7, ,6.5, , ,AICD GENERATOR PROCEDURES
246,2020-10-01,3.1257,3.9, ,5.2, , ,PERCUTANEOUS CARDIOVASCULA
247,2020-10-01,1.9882,2.1, ,2.5, , ,PERCUTANEOUS CARDIOVASCULA
248,2020-10-01,3.1739,4.6, ,6.1, , ,PERCUTANEOUS CARDIOVASCULA
249,2020-10-01,1.8793,2.2, ,2.7, , ,PERCUTANEOUS CARDIOVASCULA
250,2020-10-01,2.5228,3.7, ,5.0, , ,PERCUTANEOUS CARDIOVASCULA
251,2020-10-01,1.6598,2.1, ,2.6, , ,PERCUTANEOUS CARDIOVASCULA
252,2020-10-01,3.3207,5.2, ,7.5, , ,OTHER VASCULAR PROCEDURES
253,2020-10-01,2.6537,4.1, ,5.4, , ,OTHER VASCULAR PROCEDURES
254,2020-10-01,1.8095,2.1, ,2.6, , ,OTHER VASCULAR PROCEDURES
255,2020-10-01,2.5430,6.5, ,8.2,Y, ,UPPER LIMB AND TOE AMPUTAT
256,2020-10-01,1.6431,5.0, ,5.9,Y, ,UPPER LIMB AND TOE AMPUTAT
257,2020-10-01,1.1610,3.5, ,4.4,Y, ,UPPER LIMB AND TOE AMPUTAT
258,2020-10-01,3.2013,5.0, ,6.7, , ,CARDIAC PACEMAKER DEVICE R
259,2020-10-01,2.1202,2.7, ,3.4, , ,CARDIAC PACEMAKER DEVICE R
260,2020-10-01,3.5842,6.4, ,8.8, , ,CARDIAC PACEMAKER REVISION
261,2020-10-01,1.9913,3.2, ,4.0, , ,CARDIAC PACEMAKER REVISION
262,2020-10-01,1.7081,2.2, ,2.7, , ,CARDIAC PACEMAKER REVISION
263,2020-10-01,2.3053,4.4, ,6.5, , ,VEIN LIGATION AND STRIPPIN
264,2020-10-01,3.2478,6.5, ,9.2,Y, ,OTHER CIRCULATORY SYSTEM O
265,2020-10-01,3.3627,3.7, ,5.2, , ,AICD LEAD PROCEDURES
266,2020-10-01,7.0972,3.2, ,5.3,Y,Y,ENDOVASCULAR CARDIAC VALVE
267,2020-10-01,5.6009,1.7, ,2.1,Y,Y,ENDOVASCULAR CARDIAC VALVE
268,2020-10-01,6.9546,6.3, ,9.3, , ,AORTIC AND HEART ASSIST PR
269,2020-10-01,4.3146,1.6, ,2.2, , ,AORTIC AND HEART ASSIST PR
270,2020-10-01,5.1816,6.6, ,9.5, , ,OTHER MAJOR CARDIOVASCULAR
271,2020-10-01,3.5646,4.3, ,5.7, , ,OTHER MAJOR CARDIOVASCULAR
272,2020-10-01,2.6888,2.0, ,2.6, , ,OTHER MAJOR CARDIOVASCULAR
273,2020-10-01,3.8372,4.3, ,6.1, , ,PERCUTANEOUS AND OTHER INT
274,2020-10-01,3.2854,1.6, ,2.0, , ,PERCUTANEOUS AND OTHER INT
280,2020-10-01,1.6262,4.1, ,5.4,Y, ,ACUTE MYOCARDIAL INFARCTIO
281,2020-10-01,0.9321,2.5, ,3.1,Y, ,ACUTE MYOCARDIAL INFARCTIO
282,2020-10-01,0.7255,1.8, ,2.1,Y, ,ACUTE MYOCARDIAL INFARCTIO
283,2020-10-01,1.8646,2.9, ,4.8, , ,ACUTE MYOCARDIAL INFARCTIO
284,2020-10-01,0.7342,1.6, ,2.1, , ,ACUTE MYOCARDIAL INFARCTIO
285,2020-10-01,0.4964,1.2, ,1.4, , ,ACUTE MYOCARDIAL INFARCTIO
286,2020-10-01,2.2141,5.3, ,7.0, , ,CIRCULATORY DISORDERS EXCE
287,2020-10-01,1.1500,2.3, ,2.9, , ,CIRCULATORY DISORDERS EXCE
288,2020-10-01,2.6810,7.1, ,9.3,Y, ,ACUTE AND SUBACUTE ENDOCAR
289,2020-10-01,1.6426,5.3, ,6.7,Y, ,ACUTE AND SUBACUTE ENDOCAR
290,2020-10-01,1.0236,3.6, ,4.5,Y, ,ACUTE AND SUBACUTE ENDOCAR
291,2020-10-01,1.3409,4.0, ,5.1,Y, ,HEART FAILURE AND SHOCK WI
292,2020-10-01,0.8951,3.1, ,3.8,Y, ,HEART FAILURE AND SHOCK WI
293,2020-10-01,0.6526,2.3, ,2.8,Y, ,HEART FAILURE AND SHOCK WI
294,2020-10-01,1.2821,3.3, ,4.4, , ,DEEP VEIN THROMBOPHLEBITIS
295,2020-10-01,0.9813,2.6, ,3.3, , ,DEEP VEIN THROMBOPHLEBITIS
296,2020-10-01,1.5948,2.0, ,3.2, , ,"CARDIAC ARREST, UNEXPLAINE"
297,2020-10-01,0.7046,1.3, ,1.7, , ,"CARDIAC ARREST, UNEXPLAINE"
298,2020-10-01,0.4882,1.1, ,1.1, , ,"CARDIAC ARREST, UNEXPLAINE"
299,2020-10-01,1.5314,3.9, ,5.2,Y, ,PERIPHERAL VASCULAR DISORD
300,2020-10-01,1.0422,3.1, ,4.0,Y, ,PERIPHERAL VASCULAR DISORD
301,2020-10-01,0.7425,2.2, ,2.7,Y, ,PERIPHERAL VASCULAR DISORD
302,2020-10-01,1.0935,2.7, ,3.7, , ,ATHEROSCLEROSIS WITH MCC
303,2020-10-01,0.6764,1.9, ,2.3, , ,ATHEROSCLEROSIS WITHOUT MC
304,2020-10-01,1.0956,2.9, ,3.8, , ,HYPERTENSION WITH MCC
305,2020-10-01,0.7385,2.2, ,2.7, , ,HYPERTENSION WITHOUT MCC
306,2020-10-01,1.5037,3.7, ,5.1, , ,CARDIAC CONGENITAL AND VAL
307,2020-10-01,0.8684,2.4, ,3.0, , ,CARDIAC CONGENITAL AND VAL
308,2020-10-01,1.1993,3.5, ,4.5, , ,CARDIAC ARRHYTHMIA AND CON
309,2020-10-01,0.7494,2.4, ,2.9, , ,CARDIAC ARRHYTHMIA AND CON
310,2020-10-01,0.5584,1.9, ,2.2, , ,CARDIAC ARRHYTHMIA AND CON
311,2020-10-01,0.6970,1.9, ,2.4, , ,ANGINA PECTORIS
312,2020-10-01,0.8372,2.3, ,2.9, , ,SYNCOPE AND COLLAPSE
313,2020-10-01,0.7208,1.7, ,2.1, , ,CHEST PAIN
314,2020-10-01,2.0834,4.8, ,6.6,Y, ,OTHER CIRCULATORY SYSTEM D
315,2020-10-01,0.9752,2.8, ,3.6,Y, ,OTHER CIRCULATORY SYSTEM D
316,2020-10-01,0.7495,1.9, ,2.3,Y, ,OTHER CIRCULATORY SYSTEM D
319,2020-10-01,4.3158,7.7, ,10.0, , ,OTHER ENDOVASCULAR CARDIAC
320,2020-10-01,2.4437,2.5, ,3.6, , ,OTHER ENDOVASCULAR CARDIAC
326,2020-10-01,5.3777,9.7, ,13.2,Y, ,"STOMACH, ESOPHAGEAL AND DU"
327,2020-10-01,2.6096,4.7, ,6.4,Y, ,"STOMACH, ESOPHAGEAL AND DU"
328,2020-10-01,1.6655,2.3, ,2.9,Y, ,"STOMACH, ESOPHAGEAL AND DU"
329,2020-10-01,4.8503,10.2, ,12.9,Y, ,MAJOR SMALL AND LARGE BOWE
330,2020-10-01,2.5390,5.6, ,6.9,Y, ,MAJOR SMALL AND LARGE BOWE
331,2020-10-01,1.7101,3.3, ,3.8,Y, ,MAJOR SMALL AND LARGE BOWE
332,2020-10-01,4.1597,7.9, ,10.2,Y, ,RECTAL RESECTION WITH MCC
333,2020-10-01,2.1410,4.1, ,5.1,Y, ,RECTAL RESECTION WITH CC
334,2020-10-01,1.6092,2.5, ,3.0,Y, ,RECTAL RESECTION WITHOUT C
335,2020-10-01,3.8904,9.3, ,11.4,Y, ,PERITONEAL ADHESIOLYSIS WI
336,2020-10-01,2.2829,5.9, ,7.2,Y, ,PERITONEAL ADHESIOLYSIS WI
337,2020-10-01,1.6326,3.7, ,4.6,Y, ,PERITONEAL ADHESIOLYSIS WI
338,2020-10-01,2.7988,6.4, ,8.1, , ,APPENDECTOMY WITH COMPLICA
339,2020-10-01,1.6950,4.0, ,5.0, , ,APPENDECTOMY WITH COMPLICA
340,2020-10-01,1.2284,2.4, ,2.9, , ,APPENDECTOMY WITH COMPLICA
341,2020-10-01,2.3162,4.3, ,5.8, , ,APPENDECTOMY WITHOUT COMPL
342,2020-10-01,1.4331,2.7, ,3.4, , ,APPENDECTOMY WITHOUT COMPL
343,2020-10-01,1.1094,1.7, ,2.0, , ,APPENDECTOMY WITHOUT COMPL
344,2020-10-01,2.8009,7.0, ,9.2, , ,MINOR SMALL AND LARGE BOWE
345,2020-10-01,1.5777,4.3, ,5.4, , ,MINOR SMALL AND LARGE BOWE
346,2020-10-01,1.2750,3.1, ,3.6, , ,MINOR SMALL AND LARGE BOWE
347,2020-10-01,2.4616,5.6, ,7.5, , ,ANAL AND STOMAL PROCEDURES
348,2020-10-01,1.3424,3.3, ,4.1, , ,ANAL AND STOMAL PROCEDURES
349,2020-10-01,0.9793,1.9, ,2.3, , ,ANAL AND STOMAL PROCEDURES
350,2020-10-01,2.4524,5.2, ,6.9, , ,INGUINAL AND FEMORAL HERNI
351,2020-10-01,1.4904,3.2, ,3.9, , ,INGUINAL AND FEMORAL HERNI
352,2020-10-01,1.1030,2.0, ,2.4, , ,INGUINAL AND FEMORAL HERNI
