diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
031,2022-10-01,4.121,6.9,,10.4,Y,,VENTRICULAR SHUNT PROCEDUR
032,2022-10-01,2.0545,2.7,,3.9,Y,,VENTRICULAR SHUNT PROCEDUR
033,2022-10-01,1.6985,1.6,,2,Y,,VENTRICULAR SHUNT PROCEDUR
034,2022-10-01,3.9994,5.1,,7.5,,,CAROTID ARTERY STENT PROCE
035,2022-10-01,2.2838,2,,2.8,,,CAROTID ARTERY STENT PROCE
036,2022-10-01,1.8807,1.2,,1.4,,,CAROTID ARTERY STENT PROCE
037,2022-10-01,3.373,5,,7.5,,,EXTRACRANIAL PROCEDURES WI
038,2022-10-01,1.6355,1.9,,2.8,,,EXTRACRANIAL PROCEDURES WI
039,2022-10-01,1.1527,1.2,,1.4,,,EXTRACRANIAL PROCEDURES WI
040,2022-10-01,3.7884,7,,9.8,Y,Y,"PERIPHERAL, CRANIAL NERVE"
041,2022-10-01,2.3381,3.9,,5,Y,Y,"PERIPHERAL, CRANIAL NERVE"
042,2022-10-01,1.8497,2.4,,3,Y,Y,"PERIPHERAL, CRANIAL NERVE"
052,2022-10-01,1.7803,4.1,,6,,,SPINAL DISORDERS AND INJUR
053,2022-10-01,1.0228,2.5,,3.1,,,SPINAL DISORDERS AND INJUR
054,2022-10-01,1.387,3.8,,5.3,Y,,NERVOUS SYSTEM NEOPLASMS W
055,2022-10-01,1.0083,2.9,,3.9,Y,,NERVOUS SYSTEM NEOPLASMS W
056,2022-10-01,2.2308,5.7,,8.5,Y,,DEGENERATIVE NERVOUS SYSTE
057,2022-10-01,1.3015,3.8,,5.8,Y,,DEGENERATIVE NERVOUS SYSTE
058,2022-10-01,1.7253,4.8,,6.5,,,MULTIPLE SCLEROSIS AND CER
059,2022-10-01,1.1435,3.5,,4.6,,,MULTIPLE SCLEROSIS AND CER
060,2022-10-01,0.9063,2.9,,3.6,,,MULTIPLE SCLEROSIS AND CER
061,2022-10-01,2.9326,4.9,,6.6,,,"ISCHEMIC STROKE, PRECEREBR"
062,2022-10-01,1.9172,3.2,,3.7,,,"ISCHEMIC STROKE, PRECEREBR"
063,2022-10-01,1.581,2.3,,2.5,,,"ISCHEMIC STROKE, PRECEREBR"
064,2022-10-01,1.972,4.5,,6.3,Y,,INTRACRANIAL HEMORRHAGE OR
065,2022-10-01,1.0164,2.9,,3.6,Y,,INTRACRANIAL HEMORRHAGE OR
066,2022-10-01,0.6985,1.9,,2.3,Y,,INTRACRANIAL HEMORRHAGE OR
067,2022-10-01,1.4141,3.3,,4.5,,,NONSPECIFIC CVA AND PRECER
068,2022-10-01,0.9037,2.1,,2.6,,,NONSPECIFIC CVA AND PRECER
069,2022-10-01,0.7979,2,,2.5,,,TRANSIENT ISCHEMIA WITHOUT
070,2022-10-01,1.7242,4.6,,6.5,Y,,NONSPECIFIC CEREBROVASCULA
071,2022-10-01,1.069,3.4,,4.6,Y,,NONSPECIFIC CEREBROVASCULA
072,2022-10-01,0.772,2.3,,2.9,Y,,NONSPECIFIC CEREBROVASCULA
073,2022-10-01,1.4993,3.8,,5.4,,,CRANIAL AND PERIPHERAL NER
074,2022-10-01,1.0236,2.8,,3.7,,,CRANIAL AND PERIPHERAL NER
075,2022-10-01,1.825,5.4,,7.2,,,VIRAL MENINGITIS WITH CC/M
076,2022-10-01,0.9873,3.4,,4.3,,,VIRAL MENINGITIS WITHOUT C
077,2022-10-01,1.5642,4.1,,5.4,,,HYPERTENSIVE ENCEPHALOPATH
078,2022-10-01,0.9928,2.8,,3.6,,,HYPERTENSIVE ENCEPHALOPATH
079,2022-10-01,0.7339,2,,2.4,,,HYPERTENSIVE ENCEPHALOPATH
080,2022-10-01,2.0398,5.1,,7.5,,,NONTRAUMATIC STUPOR AND CO
081,2022-10-01,0.8985,2.7,,3.7,,,NONTRAUMATIC STUPOR AND CO
082,2022-10-01,2.2653,4.4,,6.7,,,TRAUMATIC STUPOR AND COMA
083,2022-10-01,1.3482,3.3,,4.3,,,TRAUMATIC STUPOR AND COMA
084,2022-10-01,0.9165,2.1,,2.6,,,TRAUMATIC STUPOR AND COMA
085,2022-10-01,2.3357,4.6,,6.5,Y,,TRAUMATIC STUPOR AND COMA
086,2022-10-01,1.2997,2.9,,3.8,Y,,TRAUMATIC STUPOR AND COMA
087,2022-10-01,0.8724,2,,2.4,Y,,TRAUMATIC STUPOR AND COMA
088,2022-10-01,1.5763,3.6,,5,,,CONCUSSION WITH MCC
089,2022-10-01,1.1677,2.5,,3.3,,,CONCUSSION WITH CC
090,2022-10-01,0.8231,1.8,,2.1,,,CONCUSSION WITHOUT CC/MCC
091,2022-10-01,1.7274,4.3,,6.2,Y,,OTHER DISORDERS OF NERVOUS
092,2022-10-01,0.9943,2.9,,3.9,Y,,OTHER DISORDERS OF NERVOUS
093,2022-10-01,0.7648,2.1,,2.7,Y,,OTHER DISORDERS OF NERVOUS
094,2022-10-01,3.5735,8.1,,10.9,,,BACTERIAL AND TUBERCULOUS
095,2022-10-01,2.5568,5.9,,7.3,,,BACTERIAL AND TUBERCULOUS
096,2022-10-01,2.2843,4.5,,5.4,,,BACTERIAL AND TUBERCULOUS
097,2022-10-01,3.8882,9.1,,12.4,,,NON-BACTERIAL INFECTION OF
098,2022-10-01,2.0842,5.8,,7.6,,,NON-BACTERIAL INFECTION OF
099,2022-10-01,1.3985,3.7,,4.6,,,NON-BACTERIAL INFECTION OF
100,2022-10-01,1.921,4.4,,6.3,Y,,SEIZURES WITH MCC
101,2022-10-01,0.9015,2.6,,3.4,Y,,SEIZURES WITHOUT MCC
102,2022-10-01,1.1499,3,,4.1,,,HEADACHES WITH MCC
103,2022-10-01,0.8325,2.3,,3,,,HEADACHES WITHOUT MCC
113,2022-10-01,2.2453,4.5,,6.1,,,ORBITAL PROCEDURES WITH CC
114,2022-10-01,1.3028,2.3,,2.9,,,ORBITAL PROCEDURES WITHOUT
115,2022-10-01,1.5191,3.8,,5,,,EXTRAOCULAR PROCEDURES EXC
116,2022-10-01,1.8865,4.1,,6.2,,,INTRAOCULAR PROCEDURES WIT
117,2022-10-01,0.9928,2.1,,2.7,,,INTRAOCULAR PROCEDURES WIT
121,2022-10-01,1.2253,4.2,,5.5,,,ACUTE MAJOR EYE INFECTIONS
122,2022-10-01,0.6908,2.8,,3.5,,,ACUTE MAJOR EYE INFECTIONS
123,2022-10-01,0.7938,2,,2.5,,,NEUROLOGICAL EYE DISORDERS
124,2022-10-01,1.4007,3.6,,5.3,,,OTHER DISORDERS OF THE EYE
125,2022-10-01,0.8621,2.5,,3.4,,,OTHER DISORDERS OF THE EYE
135,2022-10-01,2.4507,4.7,,6.8,,,SINUS AND MASTOID PROCEDUR
136,2022-10-01,1.1603,1.6,,2.1,,,SINUS AND MASTOID PROCEDUR
137,2022-10-01,1.4996,3.4,,4.9,,,MOUTH PROCEDURES WITH CC/M
138,2022-10-01,0.8843,1.8,,2.2,,,MOUTH PROCEDURES WITHOUT C
139,2022-10-01,1.2575,2.1,,3.1,,,SALIVARY GLAND PROCEDURES
140,2022-10-01,4.1563,7.2,,9.6,,,MAJOR HEAD AND NECK PROCED
141,2022-10-01,2.2326,3.3,,4.4,,,MAJOR HEAD AND NECK PROCED
142,2022-10-01,1.7017,2.1,,2.7,,,MAJOR HEAD AND NECK PROCED
143,2022-10-01,3.1726,5.8,,8.5,,,"OTHER EAR, NOSE, MOUTH AND"
144,2022-10-01,1.8093,3,,4.1,,,"OTHER EAR, NOSE, MOUTH AND"
145,2022-10-01,1.2078,1.8,,2.3,,,"OTHER EAR, NOSE, MOUTH AND"
146,2022-10-01,2.0142,5.4,,7.8,,,"EAR, NOSE, MOUTH AND THROA"
147,2022-10-01,1.2111,3.5,,4.6,,,"EAR, NOSE, MOUTH AND THROA"
148,2022-10-01,0.8176,2.2,,2.9,,,"EAR, NOSE, MOUTH AND THROA"
149,2022-10-01,0.755,1.9,,2.4,,,DYSEQUILIBRIUM
150,2022-10-01,1.3793,3.5,,4.8,,,EPISTAXIS WITH MCC
151,2022-10-01,0.771,2.2,,2.7,,,EPISTAXIS WITHOUT MCC
152,2022-10-01,1.1977,3.4,,4.6,,,OTITIS MEDIA AND URI WITH
153,2022-10-01,0.6905,2.2,,2.7,,,OTITIS MEDIA AND URI WITHO
154,2022-10-01,1.5029,4,,5.6,,,"OTHER EAR, NOSE, MOUTH AND"
155,2022-10-01,0.9193,2.8,,3.6,,,"OTHER EAR, NOSE, MOUTH AND"
156,2022-10-01,0.6817,2.1,,2.6,,,"OTHER EAR, NOSE, MOUTH AND"
157,2022-10-01,1.6718,4.4,,6.2,,,DENTAL AND ORAL DISEASES W
158,2022-10-01,0.9291,2.8,,3.5,,,DENTAL AND ORAL DISEASES W
159,2022-10-01,0.7499,2.2,,2.7,,,DENTAL AND ORAL DISEASES W
163,2022-10-01,4.8437,8.1,,10.6,Y,,MAJOR CHEST PROCEDURES WIT
164,2022-10-01,2.5827,3.9,,4.9,Y,,MAJOR CHEST PROCEDURES WIT
165,2022-10-01,1.9269,2.3,,2.8,Y,,MAJOR CHEST PROCEDURES WIT
166,2022-10-01,3.6658,7.4,,10,Y,,OTHER RESPIRATORY SYSTEM O
167,2022-10-01,1.9011,3.5,,4.6,Y,,OTHER RESPIRATORY SYSTEM O
168,2022-10-01,1.4176,1.9,,2.4,Y,,OTHER RESPIRATORY SYSTEM O
175,2022-10-01,1.3968,3.9,,5,Y,,PULMONARY EMBOLISM WITH MC
176,2022-10-01,0.8176,2.5,,3,Y,,PULMONARY EMBOLISM WITHOUT
177,2022-10-01,1.7799,5.2,,6.8,Y,,RESPIRATORY INFECTIONS AND
178,2022-10-01,1.087,3.6,,4.6,Y,,RESPIRATORY INFECTIONS AND
179,2022-10-01,0.7854,2.7,,3.5,Y,,RESPIRATORY INFECTIONS AND
180,2022-10-01,1.6939,4.7,,6.3,,,RESPIRATORY NEOPLASMS WITH
181,2022-10-01,1.1337,3.2,,4.2,,,RESPIRATORY NEOPLASMS WITH
182,2022-10-01,0.8875,2.2,,2.7,,,RESPIRATORY NEOPLASMS WITH
183,2022-10-01,1.5022,4.3,,5.5,,,MAJOR CHEST TRAUMA WITH MC
184,2022-10-01,1.0452,3,,3.7,,,MAJOR CHEST TRAUMA WITH CC
185,2022-10-01,0.755,2.2,,2.6,,,MAJOR CHEST TRAUMA WITHOUT
186,2022-10-01,1.5268,4.3,,5.6,Y,,PLEURAL EFFUSION WITH MCC
187,2022-10-01,1.0459,3.1,,3.9,Y,,PLEURAL EFFUSION WITH CC
188,2022-10-01,0.724,2.3,,2.8,Y,,PLEURAL EFFUSION WITHOUT C
189,2022-10-01,1.207,3.5,,4.7,,,PULMONARY EDEMA AND RESPIR
190,2022-10-01,1.0855,3.4,,4.3,Y,,CHRONIC OBSTRUCTIVE PULMON
191,2022-10-01,0.8642,2.7,,3.3,Y,,CHRONIC OBSTRUCTIVE PULMON
192,2022-10-01,0.6521,2.2,,2.6,Y,,CHRONIC OBSTRUCTIVE PULMON
193,2022-10-01,1.2987,4,,5.1,Y,,SIMPLE PNEUMONIA AND PLEUR
194,2022-10-01,0.8402,2.9,,3.6,Y,,SIMPLE PNEUMONIA AND PLEUR
195,2022-10-01,0.6418,2.3,,2.8,Y,,SIMPLE PNEUMONIA AND PLEUR
196,2022-10-01,1.7377,5,,6.7,Y,,INTERSTITIAL LUNG DISEASE
197,2022-10-01,0.9836,3,,4,Y,,INTERSTITIAL LUNG DISEASE
198,2022-10-01,0.7109,2.2,,2.6,Y,,INTERSTITIAL LUNG DISEASE
199,2022-10-01,1.7586,5.1,,6.6,,,PNEUMOTHORAX WITH MCC
200,2022-10-01,1.072,3.1,,3.9,,,PNEUMOTHORAX WITH CC
201,2022-10-01,0.7279,2.3,,2.9,,,PNEUMOTHORAX WITHOUT CC/MC
202,2022-10-01,0.9258,2.8,,3.5,,,BRONCHITIS AND ASTHMA WITH
203,2022-10-01,0.6671,2.1,,2.5,,,BRONCHITIS AND ASTHMA WITH
204,2022-10-01,0.8094,2.1,,2.7,,,RESPIRATORY SIGNS AND SYMP
205,2022-10-01,1.781,4.4,,6.1,Y,,OTHER RESPIRATORY SYSTEM D
206,2022-10-01,0.8934,2.4,,3.1,Y,,OTHER RESPIRATORY SYSTEM D
207,2022-10-01,6.5659,13.8,,16.1,Y,,RESPIRATORY SYSTEM DIAGNOS
208,2022-10-01,2.6001,5,,7.2,,,RESPIRATORY SYSTEM DIAGNOS
215,2022-10-01,10.3032,4.9,,8.6,,,OTHER HEART ASSIST SYSTEM
216,2022-10-01,9.7419,11.3,,14.5,Y,Y,CARDIAC VALVE AND OTHER MA
217,2022-10-01,6.3488,5.5,,7.3,Y,Y,CARDIAC VALVE AND OTHER MA
218,2022-10-01,5.9387,2.3,,3.4,Y,Y,CARDIAC VALVE AND OTHER MA
219,2022-10-01,8.1283,8.9,,11,Y,Y,CARDIAC VALVE AND OTHER MA
220,2022-10-01,5.4351,5.8,,6.5,Y,Y,CARDIAC VALVE AND OTHER MA
221,2022-10-01,4.7316,3.3,,4,Y,Y,CARDIAC VALVE AND OTHER MA
222,2022-10-01,7.6566,8.9,,11,,,CARDIAC DEFIBRILLATOR IMPL
223,2022-10-01,5.2187,5,,5.8,,,CARDIAC DEFIBRILLATOR IMPL
224,2022-10-01,7.0892,7.4,,9.4,,,CARDIAC DEFIBRILLATOR IMPL
225,2022-10-01,5.0577,4,,4.7,,,CARDIAC DEFIBRILLATOR IMPL
226,2022-10-01,6.4009,6,,7.9,,,CARDIAC DEFIBRILLATOR IMPL
227,2022-10-01,5.0207,2.9,,3.8,,,CARDIAC DEFIBRILLATOR IMPL
228,2022-10-01,4.9283,6.4,,8.9,,,OTHER CARDIOTHORACIC PROCE
229,2022-10-01,3.3009,2.7,,3.5,,,OTHER CARDIOTHORACIC PROCE
231,2022-10-01,8.3932,10.5,,12.1,,,CORONARY BYPASS WITH PTCA
232,2022-10-01,5.8578,7.6,,8.3,,,CORONARY BYPASS WITH PTCA
233,2022-10-01,7.7449,11.3,,12.7,Y,,CORONARY BYPASS WITH CARDI
234,2022-10-01,5.1863,7.9,,8.5,Y,,CORONARY BYPASS WITH CARDI
235,2022-10-01,5.99,8.3,,9.6,Y,,CORONARY BYPASS WITHOUT CA
236,2022-10-01,4.0784,5.9,,6.3,Y,,CORONARY BYPASS WITHOUT CA
239,2022-10-01,4.6501,10.3,,13,Y,,AMPUTATION FOR CIRCULATORY
240,2022-10-01,2.7142,6.8,,8.3,Y,,AMPUTATION FOR CIRCULATORY
241,2022-10-01,1.5489,4.1,,5,Y,,AMPUTATION FOR CIRCULATORY
242,2022-10-01,3.4735,5,,6.5,Y,,PERMANENT CARDIAC PACEMAKE
243,2022-10-01,2.344,2.9,,3.5,Y,,PERMANENT CARDIAC PACEMAKE
244,2022-10-01,1.9011,2.1,,2.4,Y,,PERMANENT CARDIAC PACEMAKE
245,2022-10-01,4.876,3.9,,5.4,,,AICD GENERATOR PROCEDURES
246,2022-10-01,2.9954,3.8,,5.1,,,PERCUTANEOUS CARDIOVASCULA
247,2022-10-01,1.9095,2,,2.4,,,PERCUTANEOUS CARDIOVASCULA
248,2022-10-01,3.0098,4.3,,5.8,,,PERCUTANEOUS CARDIOVASCULA
249,2022-10-01,1.8167,2.2,,2.7,,,PERCUTANEOUS CARDIOVASCULA
250,2022-10-01,2.4197,3.4,,4.7,,,PERCUTANEOUS CARDIOVASCULA
251,2022-10-01,1.6253,2,,2.4,,,PERCUTANEOUS CARDIOVASCULA
252,2022-10-01,3.3433,5.2,,7.6,,,OTHER VASCULAR PROCEDURES
253,2022-10-01,2.674,3.9,,5.2,,,OTHER VASCULAR PROCEDURES
254,2022-10-01,1.8285,1.9,,2.4,,,OTHER VASCULAR PROCEDURES
255,2022-10-01,2.5656,6.3,,8.1,Y,,UPPER LIMB AND TOE AMPUTAT
256,2022-10-01,1.6322,4.8,,5.9,Y,,UPPER LIMB AND TOE AMPUTAT
257,2022-10-01,1.0487,3.4,,4,Y,,UPPER LIMB AND TOE AMPUTAT
258,2022-10-01,2.8513,4.7,,6.3,,,CARDIAC PACEMAKER DEVICE R
259,2022-10-01,1.9941,2.5,,3,,,CARDIAC PACEMAKER DEVICE R
260,2022-10-01,3.4986,6,,8.6,,,CARDIAC PACEMAKER REVISION
261,2022-10-01,1.9108,3,,3.8,,,CARDIAC PACEMAKER REVISION
262,2022-10-01,1.6768,2.1,,2.5,,,CARDIAC PACEMAKER REVISION
263,2022-10-01,2.786,4.6,,7.9,,,VEIN LIGATION AND STRIPPIN
264,2022-10-01,3.3097,6.6,,9.4,Y,,OTHER CIRCULATORY SYSTEM O
265,2022-10-01,3.3821,4.2,,6.1,,,AICD LEAD PROCEDURES
266,2022-10-01,6.6007,2.8,,4.9,Y,Y,ENDOVASCULAR CARDIAC VALVE
267,2022-10-01,5.1606,1.4,,1.7,Y,Y,ENDOVASCULAR CARDIAC VALVE
268,2022-10-01,6.9208,6,,9.4,,,AORTIC AND HEART ASSIST PR
269,2022-10-01,4.2763,1.5,,2.1,,,AORTIC AND HEART ASSIST PR
270,2022-10-01,5.1126,6.5,,9.5,,,OTHER MAJOR CARDIOVASCULAR
271,2022-10-01,3.4838,3.9,,5.3,,,OTHER MAJOR CARDIOVASCULAR
272,2022-10-01,2.5964,1.8,,2.3,,,OTHER MAJOR CARDIOVASCULAR
273,2022-10-01,4.013,3.8,,5.8,,,PERCUTANEOUS AND OTHER INT
274,2022-10-01,3.3595,1.3,,1.6,,,PERCUTANEOUS AND OTHER INT
280,2022-10-01,1.6064,4.1,,5.4,Y,,ACUTE MYOCARDIAL INFARCTIO
281,2022-10-01,0.9186,2.4,,2.9,Y,,ACUTE MYOCARDIAL INFARCTIO
282,2022-10-01,0.7167,1.7,,2,Y,,ACUTE MYOCARDIAL INFARCTIO
283,2022-10-01,1.9186,3.1,,5.1,,,ACUTE MYOCARDIAL INFARCTIO
284,2022-10-01,0.7354,1.6,,2.1,,,ACUTE MYOCARDIAL INFARCTIO
285,2022-10-01,0.5418,1.3,,1.5,,,ACUTE MYOCARDIAL INFARCTIO
286,2022-10-01,2.121,5.2,,7,,,CIRCULATORY DISORDERS EXCE
287,2022-10-01,1.1002,2.1,,2.7,,,CIRCULATORY DISORDERS EXCE
288,2022-10-01,2.6965,7.3,,9.7,Y,,ACUTE AND SUBACUTE ENDOCAR
289,2022-10-01,1.6071,5.3,,6.5,Y,,ACUTE AND SUBACUTE ENDOCAR
290,2022-10-01,1.2057,3.7,,4.4,Y,,ACUTE AND SUBACUTE ENDOCAR
291,2022-10-01,1.2798,3.9,,5,Y,,HEART FAILURE AND SHOCK WI
292,2022-10-01,0.8628,3,,3.8,Y,,HEART FAILURE AND SHOCK WI
293,2022-10-01,0.5603,2.1,,2.5,Y,,HEART FAILURE AND SHOCK WI
294,2022-10-01,1.1545,3.3,,4.1,,,DEEP VEIN THROMBOPHLEBITIS
295,2022-10-01,0.8857,2.1,,2.5,,,DEEP VEIN THROMBOPHLEBITIS
296,2022-10-01,1.6383,2.1,,3.4,,,"CARDIAC ARREST, UNEXPLAINE"
297,2022-10-01,0.6363,1.3,,1.5,,,"CARDIAC ARREST, UNEXPLAINE"
298,2022-10-01,0.4885,1.1,,1.3,,,"CARDIAC ARREST, UNEXPLAINE"
299,2022-10-01,1.538,3.9,,5.3,Y,,PERIPHERAL VASCULAR DISORD
300,2022-10-01,1.0311,3,,3.9,Y,,PERIPHERAL VASCULAR DISORD
301,2022-10-01,0.7162,2.1,,2.5,Y,,PERIPHERAL VASCULAR DISORD
302,2022-10-01,1.2058,2.7,,3.9,,,ATHEROSCLEROSIS WITH MCC
303,2022-10-01,0.6761,1.8,,2.2,,,ATHEROSCLEROSIS WITHOUT MC
304,2022-10-01,1.0986,2.9,,3.9,,,HYPERTENSION WITH MCC
305,2022-10-01,0.7456,2.1,,2.6,,,HYPERTENSION WITHOUT MCC
306,2022-10-01,1.4758,3.8,,5.2,,,CARDIAC CONGENITAL AND VAL
307,2022-10-01,0.9114,2.2,,2.9,,,CARDIAC CONGENITAL AND VAL
308,2022-10-01,1.1726,3.4,,4.5,,,CARDIAC ARRHYTHMIA AND CON
309,2022-10-01,0.7376,2.3,,2.8,,,CARDIAC ARRHYTHMIA AND CON
310,2022-10-01,0.5512,1.8,,2.1,,,CARDIAC ARRHYTHMIA AND CON
311,2022-10-01,0.6681,1.9,,2.4,,,ANGINA PECTORIS
312,2022-10-01,0.8527,2.3,,3,,,SYNCOPE AND COLLAPSE
313,2022-10-01,0.7234,1.7,,2.1,,,CHEST PAIN
314,2022-10-01,2.0826,4.9,,6.8,Y,,OTHER CIRCULATORY SYSTEM D
315,2022-10-01,0.9685,2.7,,3.5,Y,,OTHER CIRCULATORY SYSTEM D
316,2022-10-01,0.682,1.8,,2.2,Y,,OTHER CIRCULATORY SYSTEM D
319,2022-10-01,4.3066,7.3,,9.8,,,OTHER ENDOVASCULAR CARDIAC
320,2022-10-01,2.4714,2.1,,3.1,,,OTHER ENDOVASCULAR CARDIAC
326,2022-10-01,5.1188,9.4,,12.9,Y,,"STOMACH, ESOPHAGEAL AND DU"
327,2022-10-01,2.5613,4.3,,5.9,Y,,"STOMACH, ESOPHAGEAL AND DU"
328,2022-10-01,1.6577,2.2,,2.8,Y,,"STOMACH, ESOPHAGEAL AND DU"
329,2022-10-01,4.6233,9.8,,12.6,Y,,MAJOR SMALL AND LARGE BOWE
330,2022-10-01,2.4554,5.3,,6.5,Y,,MAJOR SMALL AND LARGE BOWE
331,2022-10-01,1.7088,3,,3.5,Y,,MAJOR SMALL AND LARGE BOWE
332,2022-10-01,4.0603,7.4,,10,Y,,RECTAL RESECTION WITH MCC
333,2022-10-01,2.2331,4,,5,Y,,RECTAL RESECTION WITH CC
334,2022-10-01,1.7145,2.4,,2.9,Y,,RECTAL RESECTION WITHOUT C
335,2022-10-01,3.6838,8.9,,11.2,Y,,PERITONEAL ADHESIOLYSIS WI
336,2022-10-01,2.127,5.6,,6.9,Y,,PERITONEAL ADHESIOLYSIS WI
337,2022-10-01,1.5755,3.6,,4.4,Y,,PERITONEAL ADHESIOLYSIS WI
338,2022-10-01,2.6565,5.9,,7.6,,,APPENDECTOMY WITH COMPLICA
339,2022-10-01,1.6284,3.7,,4.6,,,APPENDECTOMY WITH COMPLICA
340,2022-10-01,1.1999,2.3,,2.7,,,APPENDECTOMY WITH COMPLICA
341,2022-10-01,2.259,4.4,,6,,,APPENDECTOMY WITHOUT COMPL
342,2022-10-01,1.4532,2.5,,3.2,,,APPENDECTOMY WITHOUT COMPL
343,2022-10-01,1.0927,1.6,,1.9,,,APPENDECTOMY WITHOUT COMPL
344,2022-10-01,2.6325,6.6,,9,,,MINOR SMALL AND LARGE BOWE
345,2022-10-01,1.5515,4.2,,5.3,,,MINOR SMALL AND LARGE BOWE
346,2022-10-01,1.2507,2.9,,3.4,,,MINOR SMALL AND LARGE BOWE
347,2022-10-01,2.5382,5.6,,7.8,,,ANAL AND STOMAL PROCEDURES
348,2022-10-01,1.381,3.4,,4.3,,,ANAL AND STOMAL PROCEDURES
349,2022-10-01,0.9972,1.9,,2.3,,,ANAL AND STOMAL PROCEDURES
350,2022-10-01,2.357,5.1,,6.6,,,INGUINAL AND FEMORAL HERNI
351,2022-10-01,1.4702,3,,3.8,,,INGUINAL AND FEMORAL HERNI
352,2022-10-01,1.1021,2,,2.4,,,INGUINAL AND FEMORAL HERNI
353,2022-10-01,2.8678,5.7,,7.7,,,HERNIA PROCEDURES EXCEPT I
354,2022-10-01,1.752,3.6,,4.5,,,HERNIA PROCEDURES EXCEPT I
355,2022-10-01,1.3723,2.3,,2.7,,,HERNIA PROCEDURES EXCEPT I
356,2022-10-01,4.2225,7.7,,10.2,Y,,OTHER DIGESTIVE SYSTEM O.R
357,2022-10-01,2.2462,4.4,,5.6,Y,,OTHER DIGESTIVE SYSTEM O.R
358,2022-10-01,1.3872,2.7,,3.3,Y,,OTHER DIGESTIVE SYSTEM O.R
368,2022-10-01,1.7542,4.2,,5.4,,,MAJOR ESOPHAGEAL DISORDERS
369,2022-10-01,1.0221,3,,3.6,,,MAJOR ESOPHAGEAL DISORDERS
370,2022-10-01,0.7487,2.1,,2.6,,,MAJOR ESOPHAGEAL DISORDERS
371,2022-10-01,1.6918,5.2,,6.9,Y,,MAJOR GASTROINTESTINAL DIS
372,2022-10-01,1.018,3.7,,4.6,Y,,MAJOR GASTROINTESTINAL DIS
373,2022-10-01,0.726,2.8,,3.3,Y,,MAJOR GASTROINTESTINAL DIS
374,2022-10-01,1.9933,5.3,,7.2,Y,,DIGESTIVE MALIGNANCY WITH
375,2022-10-01,1.2046,3.5,,4.5,Y,,DIGESTIVE MALIGNANCY WITH
376,2022-10-01,0.8778,2.4,,3,Y,,DIGESTIVE MALIGNANCY WITHO
