diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
025,2019-10-01,4.3945,6.6, ,8.8,Y, ,"CRANIOTOMY & ENDOVASCULAR "
026,2019-10-01,3.0458,4.0, ,5.5,Y, ,"CRANIOTOMY & ENDOVASCULAR "
027,2019-10-01,2.3967,1.9, ,2.6,Y, ,"CRANIOTOMY & ENDOVASCULAR "
028,2019-10-01,5.5904,8.9, ,11.5,Y,Y,"SPINAL PROCEDURES W MCC   "
029,2019-10-01,3.2070,4.4, ,5.8,Y,Y,"SPINAL PROCEDURES W CC OR "
030,2019-10-01,2.2721,2.4, ,3.2,Y,Y,"SPINAL PROCEDURES W/O CC/M"
031,2019-10-01,4.3745,7.3, ,10.7,Y, ,"VENTRICULAR SHUNT PROCEDUR"
032,2019-10-01,2.1921,3.0, ,4.4,Y, ,"VENTRICULAR SHUNT PROCEDUR"
033,2019-10-01,1.7009,1.7, ,2.2,Y, ,"VENTRICULAR SHUNT PROCEDUR"
034,2019-10-01,3.7537,4.7, ,6.8, , ,"CAROTID ARTERY STENT PROCE"
035,2019-10-01,2.3022,2.1, ,3.0, , ,"CAROTID ARTERY STENT PROCE"
036,2019-10-01,1.7510,1.2, ,1.4, , ,"CAROTID ARTERY STENT PROCE"
037,2019-10-01,3.2433,4.9, ,7.1, , ,"EXTRACRANIAL PROCEDURES W "
038,2019-10-01,1.6752,2.1, ,3.1, , ,"EXTRACRANIAL PROCEDURES W "
039,2019-10-01,1.1313,1.3, ,1.5, , ,"EXTRACRANIAL PROCEDURES W/"
040,2019-10-01,3.9404,7.5, ,10.4,Y,Y,"PERIPH/CRANIAL NERVE & OTH"
041,2019-10-01,2.3715,4.1, ,5.2,Y,Y,"PERIPH/CRANIAL NERVE & OTH"
042,2019-10-01,1.8483,2.5, ,3.0,Y,Y,"PERIPH/CRANIAL NERVE & OTH"
052,2019-10-01,1.6289,4.1, ,5.8, , ,"SPINAL DISORDERS & INJURIE"
053,2019-10-01,0.9661,2.7, ,3.5, , ,"SPINAL DISORDERS & INJURIE"
054,2019-10-01,1.3401,3.8, ,5.1,Y, ,"NERVOUS SYSTEM NEOPLASMS W"
055,2019-10-01,0.9860,3.0, ,4.0,Y, ,"NERVOUS SYSTEM NEOPLASMS W"
056,2019-10-01,2.1924,5.5, ,8.2,Y, ,"DEGENERATIVE NERVOUS SYSTE"
057,2019-10-01,1.2108,3.8, ,5.6,Y, ,"DEGENERATIVE NERVOUS SYSTE"
058,2019-10-01,1.9547,5.3, ,7.2, , ,"MULTIPLE SCLEROSIS & CEREB"
059,2019-10-01,1.0905,3.6, ,4.4, , ,"MULTIPLE SCLEROSIS & CEREB"
060,2019-10-01,0.8817,3.0, ,3.5, , ,"MULTIPLE SCLEROSIS & CEREB"
061,2019-10-01,2.7935,4.8, ,6.2, , ,"ISCHEMIC STROKE, PRECEREBR"
062,2019-10-01,2.0112,3.3, ,3.8, , ,"ISCHEMIC STROKE, PRECEREBR"
063,2019-10-01,1.6808,2.4, ,2.7, , ,"ISCHEMIC STROKE, PRECEREBR"
064,2019-10-01,1.8748,4.3, ,6.0,Y, ,"INTRACRANIAL HEMORRHAGE OR"
065,2019-10-01,1.0277,3.0, ,3.7,Y, ,"INTRACRANIAL HEMORRHAGE OR"
066,2019-10-01,0.7170,2.0, ,2.4,Y, ,"INTRACRANIAL HEMORRHAGE OR"
067,2019-10-01,1.4645,3.5, ,4.8, , ,"NONSPECIFIC CVA & PRECEREB"
068,2019-10-01,0.9034,2.2, ,2.7, , ,"NONSPECIFIC CVA & PRECEREB"
069,2019-10-01,0.7803,2.0, ,2.5, , ,"TRANSIENT ISCHEMIA W/O THR"
070,2019-10-01,1.6729,4.5, ,6.3,Y, ,"NONSPECIFIC CEREBROVASCULA"
071,2019-10-01,0.9947,3.3, ,4.3,Y, ,"NONSPECIFIC CEREBROVASCULA"
072,2019-10-01,0.7385,2.3, ,2.9,Y, ,"NONSPECIFIC CEREBROVASCULA"
073,2019-10-01,1.4156,3.6, ,5.0, , ,"CRANIAL & PERIPHERAL NERVE"
074,2019-10-01,0.9881,2.9, ,3.7, , ,"CRANIAL & PERIPHERAL NERVE"
075,2019-10-01,1.6082,4.8, ,6.1, , ,"VIRAL MENINGITIS W CC/MCC "
076,2019-10-01,0.9025,2.9, ,3.5, , ,"VIRAL MENINGITIS W/O CC/MC"
077,2019-10-01,1.5425,4.1, ,5.3, , ,"HYPERTENSIVE ENCEPHALOPATH"
078,2019-10-01,0.9620,2.9, ,3.6, , ,"HYPERTENSIVE ENCEPHALOPATH"
079,2019-10-01,0.7411,2.2, ,2.6, , ,"HYPERTENSIVE ENCEPHALOPATH"
080,2019-10-01,1.9163,4.5, ,6.7, , ,"NONTRAUMATIC STUPOR & COMA"
081,2019-10-01,0.8791,2.7, ,3.7, , ,"NONTRAUMATIC STUPOR & COMA"
082,2019-10-01,2.2518,4.1, ,6.3, , ,"TRAUMATIC STUPOR & COMA, C"
083,2019-10-01,1.3107,3.3, ,4.2, , ,"TRAUMATIC STUPOR & COMA, C"
084,2019-10-01,0.8973,2.1, ,2.6, , ,"TRAUMATIC STUPOR & COMA, C"
085,2019-10-01,2.2458,4.6, ,6.4,Y, ,"TRAUMATIC STUPOR & COMA, C"
086,2019-10-01,1.2378,3.1, ,3.9,Y, ,"TRAUMATIC STUPOR & COMA, C"
087,2019-10-01,0.8392,2.0, ,2.5,Y, ,"TRAUMATIC STUPOR & COMA, C"
088,2019-10-01,1.3891,3.5, ,4.6, , ,"CONCUSSION W MCC          "
089,2019-10-01,0.9863,2.6, ,3.2, , ,"CONCUSSION W CC           "
090,2019-10-01,0.8483,1.9, ,2.2, , ,"CONCUSSION W/O CC/MCC     "
091,2019-10-01,1.5651,4.0, ,5.5,Y, ,"OTHER DISORDERS OF NERVOUS"
092,2019-10-01,0.9661,3.0, ,3.9,Y, ,"OTHER DISORDERS OF NERVOUS"
093,2019-10-01,0.7612,2.2, ,2.8,Y, ,"OTHER DISORDERS OF NERVOUS"
094,2019-10-01,3.5848,8.0, ,10.4, , ,"BACTERIAL & TUBERCULOUS IN"
095,2019-10-01,2.4071,5.7, ,7.3, , ,"BACTERIAL & TUBERCULOUS IN"
096,2019-10-01,2.2621,4.7, ,5.5, , ,"BACTERIAL & TUBERCULOUS IN"
097,2019-10-01,3.5759,8.3, ,11.0, , ,"NON-BACTERIAL INFECT OF NE"
098,2019-10-01,1.9550,5.4, ,7.1, , ,"NON-BACTERIAL INFECT OF NE"
099,2019-10-01,1.2824,3.6, ,4.5, , ,"NON-BACTERIAL INFECT OF NE"
100,2019-10-01,1.8202,4.3, ,5.9,Y, ,"SEIZURES W MCC            "
101,2019-10-01,0.8829,2.7, ,3.4,Y, ,"SEIZURES W/O MCC          "
102,2019-10-01,1.1926,3.1, ,4.1, , ,"HEADACHES W MCC           "
103,2019-10-01,0.7995,2.3, ,3.0, , ,"HEADACHES W/O MCC         "
113,2019-10-01,2.1321,4.2, ,5.8, , ,"ORBITAL PROCEDURES W CC/MC"
114,2019-10-01,1.1908,2.2, ,2.7, , ,"ORBITAL PROCEDURES W/O CC/"
115,2019-10-01,1.4860,3.6, ,4.7, , ,"EXTRAOCULAR PROCEDURES EXC"
116,2019-10-01,1.8910,3.9, ,6.0, , ,"INTRAOCULAR PROCEDURES W C"
117,2019-10-01,1.0967,2.1, ,2.7, , ,"INTRAOCULAR PROCEDURES W/O"
121,2019-10-01,1.2678,4.3, ,5.7, , ,"ACUTE MAJOR EYE INFECTIONS"
122,2019-10-01,0.7726,3.4, ,4.3, , ,"ACUTE MAJOR EYE INFECTIONS"
123,2019-10-01,0.7808,2.1, ,2.7, , ,"NEUROLOGICAL EYE DISORDERS"
124,2019-10-01,1.3894,3.7, ,5.2, , ,"OTHER DISORDERS OF THE EYE"
125,2019-10-01,0.7894,2.5, ,3.2, , ,"OTHER DISORDERS OF THE EYE"
129,2019-10-01,2.2893,3.7, ,5.0, , ,"MAJOR HEAD & NECK PROCEDUR"
130,2019-10-01,1.4456,2.2, ,2.8, , ,"MAJOR HEAD & NECK PROCEDUR"
131,2019-10-01,2.6893,3.9, ,5.6, , ,"CRANIAL/FACIAL PROCEDURES "
132,2019-10-01,1.5895,1.9, ,2.4, , ,"CRANIAL/FACIAL PROCEDURES "
133,2019-10-01,2.1469,3.8, ,5.8, , ,"OTHER EAR, NOSE, MOUTH & T"
134,2019-10-01,1.2091,1.9, ,2.4, , ,"OTHER EAR, NOSE, MOUTH & T"
135,2019-10-01,2.2846,4.1, ,6.1, , ,"SINUS & MASTOID PROCEDURES"
136,2019-10-01,1.1900,1.8, ,2.4, , ,"SINUS & MASTOID PROCEDURES"
137,2019-10-01,1.3333,3.6, ,4.7, , ,"MOUTH PROCEDURES W CC/MCC "
138,2019-10-01,0.8614,2.0, ,2.6, , ,"MOUTH PROCEDURES W/O CC/MC"
139,2019-10-01,1.2343,2.3, ,3.3, , ,"SALIVARY GLAND PROCEDURES "
146,2019-10-01,1.9286,5.4, ,7.5, , ,"EAR, NOSE, MOUTH & THROAT "
147,2019-10-01,1.2409,3.7, ,5.1, , ,"EAR, NOSE, MOUTH & THROAT "
148,2019-10-01,0.7604,2.2, ,2.8, , ,"EAR, NOSE, MOUTH & THROAT "
149,2019-10-01,0.7305,2.0, ,2.4, , ,"DYSEQUILIBRIUM            "
150,2019-10-01,1.2915,3.4, ,4.5, , ,"EPISTAXIS W MCC           "
151,2019-10-01,0.6991,2.2, ,2.7, , ,"EPISTAXIS W/O MCC         "
152,2019-10-01,1.0390,3.2, ,4.0, , ,"OTITIS MEDIA & URI W MCC  "
153,2019-10-01,0.7064,2.4, ,2.9, , ,"OTITIS MEDIA & URI W/O MCC"
154,2019-10-01,1.4370,3.9, ,5.2, , ,"OTHER EAR, NOSE, MOUTH & T"
155,2019-10-01,0.9011,2.9, ,3.6, , ,"OTHER EAR, NOSE, MOUTH & T"
156,2019-10-01,0.6545,2.1, ,2.6, , ,"OTHER EAR, NOSE, MOUTH & T"
157,2019-10-01,1.5629,4.3, ,5.8, , ,"DENTAL & ORAL DISEASES W M"
158,2019-10-01,0.8666,2.8, ,3.5, , ,"DENTAL & ORAL DISEASES W C"
159,2019-10-01,0.6729,2.1, ,2.6, , ,"DENTAL & ORAL DISEASES W/O"
163,2019-10-01,4.8737,9.3, ,11.7,Y, ,"MAJOR CHEST PROCEDURES W M"
164,2019-10-01,2.5316,4.5, ,5.5,Y, ,"MAJOR CHEST PROCEDURES W C"
165,2019-10-01,1.8492,2.7, ,3.3,Y, ,"MAJOR CHEST PROCEDURES W/O"
166,2019-10-01,3.7307,7.9, ,10.2,Y, ,"OTHER RESP SYSTEM O.R. PRO"
167,2019-10-01,1.9144,3.9, ,5.1,Y, ,"OTHER RESP SYSTEM O.R. PRO"
168,2019-10-01,1.3267,2.1, ,2.6,Y, ,"OTHER RESP SYSTEM O.R. PRO"
175,2019-10-01,1.4444,4.1, ,5.1,Y, ,"PULMONARY EMBOLISM W MCC O"
176,2019-10-01,0.8484,2.6, ,3.2,Y, ,"PULMONARY EMBOLISM W/O MCC"
177,2019-10-01,1.8912,5.5, ,6.9,Y, ,"RESPIRATORY INFECTIONS & I"
178,2019-10-01,1.2433,4.2, ,5.1,Y, ,"RESPIRATORY INFECTIONS & I"
179,2019-10-01,0.8661,3.1, ,3.8,Y, ,"RESPIRATORY INFECTIONS & I"
180,2019-10-01,1.7249,4.9, ,6.4, , ,"RESPIRATORY NEOPLASMS W MC"
181,2019-10-01,1.1520,3.4, ,4.4, , ,"RESPIRATORY NEOPLASMS W CC"
182,2019-10-01,0.8428,2.3, ,2.8, , ,"RESPIRATORY NEOPLASMS W/O "
183,2019-10-01,1.5092,4.3, ,5.4, , ,"MAJOR CHEST TRAUMA W MCC  "
184,2019-10-01,1.0182,3.1, ,3.8, , ,"MAJOR CHEST TRAUMA W CC   "
185,2019-10-01,0.7340,2.3, ,2.7, , ,"MAJOR CHEST TRAUMA W/O CC/"
186,2019-10-01,1.5429,4.4, ,5.7,Y, ,"PLEURAL EFFUSION W MCC    "
187,2019-10-01,1.0279,3.2, ,4.0,Y, ,"PLEURAL EFFUSION W CC     "
188,2019-10-01,0.7309,2.4, ,3.0,Y, ,"PLEURAL EFFUSION W/O CC/MC"
189,2019-10-01,1.2157,3.6, ,4.6, , ,"PULMONARY EDEMA & RESPIRAT"
190,2019-10-01,1.1440,3.6, ,4.5,Y, ,"CHRONIC OBSTRUCTIVE PULMON"
191,2019-10-01,0.8928,3.0, ,3.6,Y, ,"CHRONIC OBSTRUCTIVE PULMON"
192,2019-10-01,0.7092,2.4, ,2.9,Y, ,"CHRONIC OBSTRUCTIVE PULMON"
193,2019-10-01,1.3335,4.2, ,5.2,Y, ,"SIMPLE PNEUMONIA & PLEURIS"
194,2019-10-01,0.8886,3.2, ,3.8,Y, ,"SIMPLE PNEUMONIA & PLEURIS"
195,2019-10-01,0.6821,2.6, ,3.0,Y, ,"SIMPLE PNEUMONIA & PLEURIS"
196,2019-10-01,1.6754,4.8, ,6.2,Y, ,"INTERSTITIAL LUNG DISEASE "
197,2019-10-01,1.0215,3.2, ,4.0,Y, ,"INTERSTITIAL LUNG DISEASE "
198,2019-10-01,0.7550,2.4, ,2.9,Y, ,"INTERSTITIAL LUNG DISEASE "
199,2019-10-01,1.7941,5.2, ,6.7, , ,"PNEUMOTHORAX W MCC        "
200,2019-10-01,1.0821,3.3, ,4.2, , ,"PNEUMOTHORAX W CC         "
201,2019-10-01,0.7180,2.4, ,3.0, , ,"PNEUMOTHORAX W/O CC/MCC   "
202,2019-10-01,0.9480,3.0, ,3.7, , ,"BRONCHITIS & ASTHMA W CC/M"
203,2019-10-01,0.6938,2.3, ,2.8, , ,"BRONCHITIS & ASTHMA W/O CC"
204,2019-10-01,0.8125,2.2, ,2.8, , ,"RESPIRATORY SIGNS & SYMPTO"
205,2019-10-01,1.6342,4.1, ,5.6,Y, ,"OTHER RESPIRATORY SYSTEM D"
206,2019-10-01,0.8725,2.4, ,3.1,Y, ,"OTHER RESPIRATORY SYSTEM D"
207,2019-10-01,5.7356,12.0, ,14.1,Y, ,"RESPIRATORY SYSTEM DIAGNOS"
208,2019-10-01,2.4841,4.9, ,6.8, , ,"RESPIRATORY SYSTEM DIAGNOS"
215,2019-10-01,12.8861,4.9, ,8.0, , ,"OTHER HEART ASSIST SYSTEM "
216,2019-10-01,10.0424,13.7, ,16.0,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
217,2019-10-01,6.6516,8.5, ,9.5,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
218,2019-10-01,5.4014,5.9, ,6.9,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
219,2019-10-01,7.8401,9.0, ,10.9,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
220,2019-10-01,5.3059,6.0, ,6.6,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
221,2019-10-01,4.5962,4.1, ,4.7,Y,Y,"CARDIAC VALVE & OTH MAJ CA"
222,2019-10-01,8.3446,9.6, ,11.6, , ,"CARDIAC DEFIB IMPLANT W CA"
223,2019-10-01,6.0029,5.0, ,6.1, , ,"CARDIAC DEFIB IMPLANT W CA"
224,2019-10-01,7.3962,7.4, ,9.2, , ,"CARDIAC DEFIB IMPLANT W CA"
225,2019-10-01,5.6488,4.0, ,4.7, , ,"CARDIAC DEFIB IMPLANT W CA"
226,2019-10-01,6.6877,6.3, ,8.2, , ,"CARDIAC DEFIBRILLATOR IMPL"
227,2019-10-01,5.2292,3.2, ,4.2, , ,"CARDIAC DEFIBRILLATOR IMPL"
228,2019-10-01,6.2863,8.4, ,10.8, , ,"OTHER CARDIOTHORACIC PROCE"
229,2019-10-01,4.1049,4.2, ,5.5, , ,"OTHER CARDIOTHORACIC PROCE"
231,2019-10-01,8.2115,10.4, ,12.0, , ,"CORONARY BYPASS W PTCA W M"
232,2019-10-01,5.9865,8.0, ,8.7, , ,"CORONARY BYPASS W PTCA W/O"
233,2019-10-01,7.7689,11.5, ,12.8,Y, ,"CORONARY BYPASS W CARDIAC "
234,2019-10-01,5.2063,8.1, ,8.6,Y, ,"CORONARY BYPASS W CARDIAC "
235,2019-10-01,5.8846,8.6, ,9.8,Y, ,"CORONARY BYPASS W/O CARDIA"
236,2019-10-01,4.0291,6.0, ,6.4,Y, ,"CORONARY BYPASS W/O CARDIA"
239,2019-10-01,4.6697,10.1, ,12.7,Y, ,"AMPUTATION FOR CIRC SYS DI"
240,2019-10-01,2.7600,6.9, ,8.4,Y, ,"AMPUTATION FOR CIRC SYS DI"
241,2019-10-01,1.5163,4.3, ,5.3,Y, ,"AMPUTATION FOR CIRC SYS DI"
242,2019-10-01,3.7111,5.3, ,6.8,Y, ,"PERMANENT CARDIAC PACEMAKE"
243,2019-10-01,2.5294,3.2, ,3.9,Y, ,"PERMANENT CARDIAC PACEMAKE"
244,2019-10-01,2.0754,2.3, ,2.6,Y, ,"PERMANENT CARDIAC PACEMAKE"
245,2019-10-01,5.2078,4.5, ,6.5, , ,"AICD GENERATOR PROCEDURES "
246,2019-10-01,3.1728,4.0, ,5.3, , ,"PERCUTANEOUS CARDIOVASCULA"
247,2019-10-01,2.0347,2.1, ,2.5, , ,"PERC CARDIOVASC PROC W DRU"
248,2019-10-01,3.0965,4.5, ,6.0, , ,"PERCUTANEOUS CARDIOVASCULA"
249,2019-10-01,1.9166,2.4, ,2.9, , ,"PERC CARDIOVASC PROC W NON"
250,2019-10-01,2.5501,3.7, ,5.0, , ,"PERC CARDIOVASC PROC W/O C"
251,2019-10-01,1.6830,2.2, ,2.6, , ,"PERC CARDIOVASC PROC W/O C"
252,2019-10-01,3.2804,5.2, ,7.5, , ,"OTHER VASCULAR PROCEDURES "
253,2019-10-01,2.6066,4.1, ,5.4, , ,"OTHER VASCULAR PROCEDURES "
254,2019-10-01,1.8201,2.2, ,2.7, , ,"OTHER VASCULAR PROCEDURES "
255,2019-10-01,2.6496,6.5, ,8.3,Y, ,"UPPER LIMB & TOE AMPUTATIO"
256,2019-10-01,1.7165,5.1, ,6.1,Y, ,"UPPER LIMB & TOE AMPUTATIO"
257,2019-10-01,1.1344,3.6, ,4.6,Y, ,"UPPER LIMB & TOE AMPUTATIO"
258,2019-10-01,3.0587,4.9, ,6.3, , ,"CARDIAC PACEMAKER DEVICE R"
259,2019-10-01,2.0826,2.7, ,3.3, , ,"CARDIAC PACEMAKER DEVICE R"
260,2019-10-01,3.6996,6.6, ,9.2, , ,"CARDIAC PACEMAKER REVISION"
261,2019-10-01,1.9485,3.2, ,4.0, , ,"CARDIAC PACEMAKER REVISION"
262,2019-10-01,1.6776,2.2, ,2.6, , ,"CARDIAC PACEMAKER REVISION"
263,2019-10-01,2.3591,4.3, ,6.2, , ,"VEIN LIGATION & STRIPPING "
264,2019-10-01,3.2380,6.5, ,9.2,Y, ,"OTHER CIRCULATORY SYSTEM O"
265,2019-10-01,3.1213,3.8, ,5.4, , ,"AICD LEAD PROCEDURES      "
266,2019-10-01,7.1214,3.5, ,5.7,Y,Y,"ENDOVASCULAR CARDIAC VALVE"
267,2019-10-01,5.6756,1.9, ,2.4,Y,Y,"ENDOVASCULAR CARDIAC VALVE"
268,2019-10-01,6.7826,6.3, ,9.3, , ,"AORTIC AND HEART ASSIST PR"
269,2019-10-01,4.2664,1.7, ,2.3, , ,"AORTIC AND HEART ASSIST PR"
270,2019-10-01,5.1102,6.6, ,9.5, , ,"OTHER MAJOR CARDIOVASCULAR"
271,2019-10-01,3.5480,4.3, ,5.7, , ,"OTHER MAJOR CARDIOVASCULAR"
272,2019-10-01,2.6013,2.1, ,2.6, , ,"OTHER MAJOR CARDIOVASCULAR"
273,2019-10-01,3.7103,4.5, ,6.2, , ,"PERCUTANEOUS INTRACARDIAC "
274,2019-10-01,3.1598,1.7, ,2.3, , ,"PERCUTANEOUS INTRACARDIAC "
280,2019-10-01,1.6309,4.2, ,5.4,Y, ,"ACUTE MYOCARDIAL INFARCTIO"
281,2019-10-01,0.9687,2.6, ,3.2,Y, ,"ACUTE MYOCARDIAL INFARCTIO"
282,2019-10-01,0.7379,1.8, ,2.1,Y, ,"ACUTE MYOCARDIAL INFARCTIO"
283,2019-10-01,1.7997,2.9, ,4.6, , ,"ACUTE MYOCARDIAL INFARCTIO"
284,2019-10-01,0.7253,1.6, ,2.1, , ,"ACUTE MYOCARDIAL INFARCTIO"
285,2019-10-01,0.5178,1.2, ,1.3, , ,"ACUTE MYOCARDIAL INFARCTIO"
286,2019-10-01,2.1974,5.2, ,6.9, , ,"CIRCULATORY DISORDERS EXCE"
287,2019-10-01,1.1522,2.3, ,3.0, , ,"CIRCULATORY DISORDERS EXCE"
288,2019-10-01,2.6574,7.2, ,9.4,Y, ,"ACUTE & SUBACUTE ENDOCARDI"
289,2019-10-01,1.6638,5.4, ,6.8,Y, ,"ACUTE & SUBACUTE ENDOCARDI"
290,2019-10-01,1.0006,3.2, ,4.0,Y, ,"ACUTE & SUBACUTE ENDOCARDI"
291,2019-10-01,1.3458,4.1, ,5.1,Y, ,"HEART FAILURE & SHOCK W MC"
292,2019-10-01,0.9055,3.2, ,3.9,Y, ,"HEART FAILURE & SHOCK W CC"
293,2019-10-01,0.6553,2.3, ,2.8,Y, ,"HEART FAILURE & SHOCK W/O "
294,2019-10-01,1.2719,4.0, ,5.0, , ,"DEEP VEIN THROMBOPHLEBITIS"
295,2019-10-01,0.5770,2.8, ,3.3, , ,"DEEP VEIN THROMBOPHLEBITIS"
296,2019-10-01,1.5704,2.0, ,3.2, , ,"CARDIAC ARREST, UNEXPLAINE"
297,2019-10-01,0.7230,1.3, ,1.7, , ,"CARDIAC ARREST, UNEXPLAINE"
298,2019-10-01,0.5032,1.1, ,1.2, , ,"CARDIAC ARREST, UNEXPLAINE"
299,2019-10-01,1.4497,3.8, ,5.1,Y, ,"PERIPHERAL VASCULAR DISORD"
300,2019-10-01,1.0276,3.1, ,4.0,Y, ,"PERIPHERAL VASCULAR DISORD"
301,2019-10-01,0.7258,2.2, ,2.7,Y, ,"PERIPHERAL VASCULAR DISORD"
302,2019-10-01,1.1023,2.7, ,3.7, , ,"ATHEROSCLEROSIS W MCC     "
303,2019-10-01,0.6757,1.9, ,2.3, , ,"ATHEROSCLEROSIS W/O MCC   "
304,2019-10-01,1.0915,2.9, ,3.8, , ,"HYPERTENSION W MCC        "
305,2019-10-01,0.7315,2.2, ,2.7, , ,"HYPERTENSION W/O MCC      "
306,2019-10-01,1.4145,3.7, ,5.1, , ,"CARDIAC CONGENITAL & VALVU"
307,2019-10-01,0.8822,2.4, ,3.1, , ,"CARDIAC CONGENITAL & VALVU"
308,2019-10-01,1.1877,3.5, ,4.5, , ,"CARDIAC ARRHYTHMIA & CONDU"
309,2019-10-01,0.7563,2.4, ,2.9, , ,"CARDIAC ARRHYTHMIA & CONDU"
310,2019-10-01,0.5593,1.9, ,2.2, , ,"CARDIAC ARRHYTHMIA & CONDU"
311,2019-10-01,0.6850,1.9, ,2.4, , ,"ANGINA PECTORIS           "
312,2019-10-01,0.8166,2.3, ,2.9, , ,"SYNCOPE & COLLAPSE        "
313,2019-10-01,0.7153,1.7, ,2.1, , ,"CHEST PAIN                "
314,2019-10-01,2.0295,4.7, ,6.5,Y, ,"OTHER CIRCULATORY SYSTEM D"
315,2019-10-01,0.9704,2.8, ,3.5,Y, ,"OTHER CIRCULATORY SYSTEM D"
316,2019-10-01,0.7422,1.9, ,2.3,Y, ,"OTHER CIRCULATORY SYSTEM D"
319,2019-10-01,4.1007,7.5, ,10.1, , ,"OTHER ENDOVASCULAR CARDIAC"
320,2019-10-01,2.3477,2.7, ,3.9, , ,"OTHER ENDOVASCULAR CARDIAC"
326,2019-10-01,5.2705,9.8, ,13.2,Y, ,"STOMACH, ESOPHAGEAL & DUOD"
327,2019-10-01,2.5729,4.7, ,6.5,Y, ,"STOMACH, ESOPHAGEAL & DUOD"
328,2019-10-01,1.5750,2.2, ,2.9,Y, ,"STOMACH, ESOPHAGEAL & DUOD"
329,2019-10-01,4.9072,10.4, ,13.1,Y, ,"MAJOR SMALL & LARGE BOWEL "
330,2019-10-01,2.5268,5.9, ,7.1,Y, ,"MAJOR SMALL & LARGE BOWEL "
331,2019-10-01,1.6892,3.5, ,4.0,Y, ,"MAJOR SMALL & LARGE BOWEL "
332,2019-10-01,3.4919,6.4, ,8.8,Y, ,"RECTAL RESECTION W MCC    "
333,2019-10-01,2.2632,4.2, ,5.6,Y, ,"RECTAL RESECTION W CC     "
334,2019-10-01,1.5403,2.7, ,3.2,Y, ,"RECTAL RESECTION W/O CC/MC"
335,2019-10-01,4.0451,9.6, ,11.8,Y, ,"PERITONEAL ADHESIOLYSIS W "
336,2019-10-01,2.2662,6.0, ,7.4,Y, ,"PERITONEAL ADHESIOLYSIS W "
337,2019-10-01,1.6397,3.8, ,4.7,Y, ,"PERITONEAL ADHESIOLYSIS W/"
338,2019-10-01,2.9101,6.6, ,8.2, , ,"APPENDECTOMY W COMPLICATED"
339,2019-10-01,1.7161,4.2, ,5.2, , ,"APPENDECTOMY W COMPLICATED"
340,2019-10-01,1.2375,2.3, ,3.1, , ,"APPENDECTOMY W COMPLICATED"
341,2019-10-01,2.5581,5.3, ,7.0, , ,"APPENDECTOMY W/O COMPLICAT"
342,2019-10-01,1.6103,3.4, ,4.3, , ,"APPENDECTOMY W/O COMPLICAT"
343,2019-10-01,1.1516,2.0, ,2.4, , ,"APPENDECTOMY W/O COMPLICAT"
